#: table_doi: 10.17182/hepdata.90835.v1/t73
#: name: T1tttt significance
#: description: The observed significance of the SMS models for T1tttt as function of the gluino and LSP masses. 
#: data_file: t1tttt_significance.yaml
#: keyword observables: SIGNIF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> GLUINO GLUINO | GLUINO --> TQ TQBAR NEUTRALINO1
#: Significance,
M(GLUINO) [GeV],M(NEUTRALINO1) [GeV],Significance [s.d.]
624.02,425.73,0.0
624.02,435.73,0.0
624.02,445.72,0.0
624.02,455.72,0.0
624.02,465.71,0.0
624.02,475.7,0.0
624.02,485.7,0.0
624.02,495.69,0.0
624.02,505.68,0.0
624.02,515.68,0.0
624.02,525.67,0.0
624.02,535.67,0.0
624.02,545.66,0.0
624.02,555.65,0.0
624.02,565.65,0.0
624.02,575.64,0.0
624.02,585.63,0.0
624.02,595.63,0.0
624.02,605.62,0.0
624.02,615.62,0.0
624.02,625.61,0.0
624.02,635.6,0.0
624.02,645.6,0.0
624.02,655.59,0.0
624.02,665.58,0.0
624.02,675.58,0.0
624.02,685.57,0.0
624.02,695.57,0.0
624.02,705.56,0.0
624.02,715.55,0.0
624.02,725.55,0.0
624.02,735.54,0.0
624.02,745.53,0.0
624.02,755.53,0.0
624.02,765.52,0.0
624.02,775.52,0.0
624.02,785.51,0.0
624.02,795.5,0.0
624.02,805.5,0.0
624.02,815.49,0.0
624.02,825.48,0.0
624.02,835.48,0.0
624.02,845.47,0.0
624.02,855.47,0.0
624.02,865.46,0.0
624.02,875.45,0.0
624.02,885.45,0.0
624.02,895.44,0.0
624.02,905.43,0.0
624.02,915.43,0.0
624.02,925.42,0.0
624.02,935.42,0.0
624.02,945.41,0.0
624.02,955.4,0.0
624.02,965.4,0.0
624.02,975.39,0.0
624.02,985.38,0.0
624.02,995.38,0.0
624.02,1005.4,0.0
624.02,1015.4,0.0
624.02,1025.4,0.0
624.02,1035.4,0.0
624.02,1045.3,0.0
624.02,1055.3,0.0
624.02,1065.3,0.0
624.02,1075.3,0.0
624.02,1085.3,0.0
624.02,1095.3,0.0
624.02,1105.3,0.0
624.02,1115.3,0.0
624.02,1125.3,0.0
624.02,1135.3,0.0
624.02,1145.3,0.0
624.02,1155.3,0.0
624.02,1165.3,0.0
624.02,1175.3,0.0
624.02,1185.3,0.0
624.02,1195.3,0.0
624.02,1205.2,0.0
624.02,1215.2,0.0
624.02,1225.2,0.0
624.02,1235.2,0.0
624.02,1245.2,0.0
624.02,1255.2,0.0
624.02,1265.2,0.0
624.02,1275.2,0.0
624.02,1285.2,0.0
624.02,1295.2,0.0
624.02,1305.2,0.0
624.02,1315.2,0.0
624.02,1325.2,0.0
624.02,1335.2,0.0
624.02,1345.2,0.0
624.02,1355.2,0.0
624.02,1365.1,0.0
624.02,1375.1,0.0
624.02,1385.1,0.0
624.02,1395.1,0.0
624.02,1405.1,0.0
624.02,1415.1,0.0
624.02,1425.1,0.0
624.02,1435.1,0.0
624.02,1445.1,0.0
624.02,1455.1,0.0
624.02,1465.1,0.0
624.02,1475.1,0.0
624.02,1485.1,0.0
624.02,1495.1,0.0
624.02,1505.1,0.0
624.02,1515.1,0.0
624.02,1525.0,0.0
624.02,1535.0,0.0
624.02,1545.0,0.0
624.02,1555.0,0.0
624.02,1565.0,0.0
624.02,1575.0,0.0
624.02,1585.0,0.0
624.02,1595.0,0.0
640.04,5.9969,0.75444
640.04,15.991,0.76069
640.04,25.984,0.76694
640.04,35.978,0.77318
640.04,45.972,0.77943
640.04,55.966,0.78568
640.04,65.959,0.79107
640.04,75.953,0.79578
640.04,85.947,0.80049
640.04,95.941,0.8052
640.04,105.93,0.80391
640.04,115.93,0.79851
640.04,125.92,0.7931
640.04,135.92,0.7877
640.04,145.91,0.7823
640.04,155.9,0.7769
640.04,165.9,0.79323
640.04,175.89,0.8244
640.04,185.88,0.85558
640.04,195.88,0.88676
640.04,205.87,0.90323
640.04,215.87,0.90936
640.04,225.86,0.9155
640.04,235.85,0.92164
640.04,245.85,0.92777
640.04,255.84,0.93391
640.04,265.83,0.94005
640.04,275.83,0.94619
640.04,285.82,0.94127
640.04,295.82,0.92819
640.04,305.81,0.90613
640.04,315.8,0.8776
640.04,325.8,0.84908
640.04,335.79,0.82055
640.04,345.78,0.71931
640.04,355.78,0.54385
640.04,365.77,0.36969
640.04,375.77,0.19553
640.04,385.76,0.021373
640.04,395.75,-0.15565
640.04,405.75,-0.36876
640.04,415.74,0.0
640.04,425.73,0.0
640.04,435.73,0.0
640.04,445.72,0.0
640.04,455.72,0.0
640.04,465.71,0.0
640.04,475.7,0.0
640.04,485.7,0.0
640.04,495.69,0.0
640.04,505.68,0.0
640.04,515.68,0.0
640.04,525.67,0.0
640.04,535.67,0.0
640.04,545.66,0.0
640.04,555.65,0.0
640.04,565.65,0.0
640.04,575.64,0.0
640.04,585.63,0.0
640.04,595.63,0.0
640.04,605.62,0.0
640.04,615.62,0.0
640.04,625.61,0.0
640.04,635.6,0.0
640.04,645.6,0.0
640.04,655.59,0.0
640.04,665.58,0.0
640.04,675.58,0.0
640.04,685.57,0.0
640.04,695.57,0.0
640.04,705.56,0.0
640.04,715.55,0.0
640.04,725.55,0.0
640.04,735.54,0.0
640.04,745.53,0.0
640.04,755.53,0.0
640.04,765.52,0.0
640.04,775.52,0.0
640.04,785.51,0.0
640.04,795.5,0.0
640.04,805.5,0.0
640.04,815.49,0.0
640.04,825.48,0.0
640.04,835.48,0.0
640.04,845.47,0.0
640.04,855.47,0.0
640.04,865.46,0.0
640.04,875.45,0.0
640.04,885.45,0.0
640.04,895.44,0.0
640.04,905.43,0.0
640.04,915.43,0.0
640.04,925.42,0.0
640.04,935.42,0.0
640.04,945.41,0.0
640.04,955.4,0.0
640.04,965.4,0.0
640.04,975.39,0.0
640.04,985.38,0.0
640.04,995.38,0.0
640.04,1005.4,0.0
640.04,1015.4,0.0
640.04,1025.4,0.0
640.04,1035.4,0.0
640.04,1045.3,0.0
640.04,1055.3,0.0
640.04,1065.3,0.0
640.04,1075.3,0.0
640.04,1085.3,0.0
640.04,1095.3,0.0
640.04,1105.3,0.0
640.04,1115.3,0.0
640.04,1125.3,0.0
640.04,1135.3,0.0
640.04,1145.3,0.0
640.04,1155.3,0.0
640.04,1165.3,0.0
640.04,1175.3,0.0
640.04,1185.3,0.0
640.04,1195.3,0.0
640.04,1205.2,0.0
640.04,1215.2,0.0
640.04,1225.2,0.0
640.04,1235.2,0.0
640.04,1245.2,0.0
640.04,1255.2,0.0
640.04,1265.2,0.0
640.04,1275.2,0.0
640.04,1285.2,0.0
640.04,1295.2,0.0
640.04,1305.2,0.0
640.04,1315.2,0.0
640.04,1325.2,0.0
640.04,1335.2,0.0
640.04,1345.2,0.0
640.04,1355.2,0.0
640.04,1365.1,0.0
640.04,1375.1,0.0
640.04,1385.1,0.0
640.04,1395.1,0.0
640.04,1405.1,0.0
640.04,1415.1,0.0
640.04,1425.1,0.0
640.04,1435.1,0.0
640.04,1445.1,0.0
640.04,1455.1,0.0
640.04,1465.1,0.0
640.04,1475.1,0.0
640.04,1485.1,0.0
640.04,1495.1,0.0
640.04,1505.1,0.0
640.04,1515.1,0.0
640.04,1525.0,0.0
640.04,1535.0,0.0
640.04,1545.0,0.0
640.04,1555.0,0.0
640.04,1565.0,0.0
640.04,1575.0,0.0
640.04,1585.0,0.0
640.04,1595.0,0.0
656.05,5.9969,0.69316
656.05,15.991,0.69941
656.05,25.984,0.70566
656.05,35.978,0.71191
656.05,45.972,0.71793
656.05,55.966,0.72264
656.05,65.959,0.72735
656.05,75.953,0.73206
656.05,85.947,0.73677
656.05,95.941,0.74148
656.05,105.93,0.74019
656.05,115.93,0.73479
656.05,125.92,0.72939
656.05,135.92,0.72398
656.05,145.91,0.72577
656.05,155.9,0.75695
656.05,165.9,0.78813
656.05,175.89,0.81931
656.05,185.88,0.85049
656.05,195.88,0.88167
656.05,205.87,0.89813
656.05,215.87,0.90427
656.05,225.86,0.91041
656.05,235.85,0.91654
656.05,245.85,0.92268
656.05,255.84,0.92882
656.05,265.83,0.93495
656.05,275.83,0.94109
656.05,285.82,0.94723
656.05,295.82,0.96023
656.05,305.81,0.94984
656.05,315.8,0.92131
656.05,325.8,0.89279
656.05,335.79,0.86426
656.05,345.78,0.84421
656.05,355.78,0.7509
656.05,365.77,0.57674
656.05,375.77,0.40258
656.05,385.76,0.22842
656.05,395.75,0.074622
656.05,405.75,-0.074108
656.05,415.74,-0.28722
656.05,425.73,-0.50452
656.05,435.73,0.0
656.05,445.72,0.0
656.05,455.72,0.0
656.05,465.71,0.0
656.05,475.7,0.0
656.05,485.7,0.0
656.05,495.69,0.0
656.05,505.68,0.0
656.05,515.68,0.0
656.05,525.67,0.0
656.05,535.67,0.0
656.05,545.66,0.0
656.05,555.65,0.0
656.05,565.65,0.0
656.05,575.64,0.0
656.05,585.63,0.0
656.05,595.63,0.0
656.05,605.62,0.0
656.05,615.62,0.0
656.05,625.61,0.0
656.05,635.6,0.0
656.05,645.6,0.0
656.05,655.59,0.0
656.05,665.58,0.0
656.05,675.58,0.0
656.05,685.57,0.0
656.05,695.57,0.0
656.05,705.56,0.0
656.05,715.55,0.0
656.05,725.55,0.0
656.05,735.54,0.0
656.05,745.53,0.0
656.05,755.53,0.0
656.05,765.52,0.0
656.05,775.52,0.0
656.05,785.51,0.0
656.05,795.5,0.0
656.05,805.5,0.0
656.05,815.49,0.0
656.05,825.48,0.0
656.05,835.48,0.0
656.05,845.47,0.0
656.05,855.47,0.0
656.05,865.46,0.0
656.05,875.45,0.0
656.05,885.45,0.0
656.05,895.44,0.0
656.05,905.43,0.0
656.05,915.43,0.0
656.05,925.42,0.0
656.05,935.42,0.0
656.05,945.41,0.0
656.05,955.4,0.0
656.05,965.4,0.0
656.05,975.39,0.0
656.05,985.38,0.0
656.05,995.38,0.0
656.05,1005.4,0.0
656.05,1015.4,0.0
656.05,1025.4,0.0
656.05,1035.4,0.0
656.05,1045.3,0.0
656.05,1055.3,0.0
656.05,1065.3,0.0
656.05,1075.3,0.0
656.05,1085.3,0.0
656.05,1095.3,0.0
656.05,1105.3,0.0
656.05,1115.3,0.0
656.05,1125.3,0.0
656.05,1135.3,0.0
656.05,1145.3,0.0
656.05,1155.3,0.0
656.05,1165.3,0.0
656.05,1175.3,0.0
656.05,1185.3,0.0
656.05,1195.3,0.0
656.05,1205.2,0.0
656.05,1215.2,0.0
656.05,1225.2,0.0
656.05,1235.2,0.0
656.05,1245.2,0.0
656.05,1255.2,0.0
656.05,1265.2,0.0
656.05,1275.2,0.0
656.05,1285.2,0.0
656.05,1295.2,0.0
656.05,1305.2,0.0
656.05,1315.2,0.0
656.05,1325.2,0.0
656.05,1335.2,0.0
656.05,1345.2,0.0
656.05,1355.2,0.0
656.05,1365.1,0.0
656.05,1375.1,0.0
656.05,1385.1,0.0
656.05,1395.1,0.0
656.05,1405.1,0.0
656.05,1415.1,0.0
656.05,1425.1,0.0
656.05,1435.1,0.0
656.05,1445.1,0.0
656.05,1455.1,0.0
656.05,1465.1,0.0
656.05,1475.1,0.0
656.05,1485.1,0.0
656.05,1495.1,0.0
656.05,1505.1,0.0
656.05,1515.1,0.0
656.05,1525.0,0.0
656.05,1535.0,0.0
656.05,1545.0,0.0
656.05,1555.0,0.0
656.05,1565.0,0.0
656.05,1575.0,0.0
656.05,1585.0,0.0
656.05,1595.0,0.0
672.07,5.9969,0.63188
672.07,15.991,0.63813
672.07,25.984,0.64438
672.07,35.978,0.6495
672.07,45.972,0.65421
672.07,55.966,0.65892
672.07,65.959,0.66363
672.07,75.953,0.66834
672.07,85.947,0.67305
672.07,95.941,0.67776
672.07,105.93,0.67647
672.07,115.93,0.67107
672.07,125.92,0.66567
672.07,135.92,0.6895
672.07,145.91,0.72068
672.07,155.9,0.75186
672.07,165.9,0.78303
672.07,175.89,0.81421
672.07,185.88,0.84539
672.07,195.88,0.87657
672.07,205.87,0.89304
672.07,215.87,0.89917
672.07,225.86,0.90531
672.07,235.85,0.91145
672.07,245.85,0.91758
672.07,255.84,0.92372
672.07,265.83,0.9385
672.07,275.83,0.95329
672.07,285.82,0.96808
672.07,295.82,0.98288
672.07,305.81,0.97249
672.07,315.8,0.94396
672.07,325.8,0.91544
672.07,335.79,0.92312
672.07,345.78,0.94063
672.07,355.78,0.84732
672.07,365.77,0.67316
672.07,375.77,0.499
672.07,385.76,0.41302
672.07,395.75,0.35141
672.07,405.75,0.20268
672.07,415.74,-0.012404
672.07,425.73,-0.23664
672.07,435.73,-0.46087
672.07,445.72,-0.684
672.07,455.72,0.0
672.07,465.71,0.0
672.07,475.7,0.0
672.07,485.7,0.0
672.07,495.69,0.0
672.07,505.68,0.0
672.07,515.68,0.0
672.07,525.67,0.0
672.07,535.67,0.0
672.07,545.66,0.0
672.07,555.65,0.0
672.07,565.65,0.0
672.07,575.64,0.0
672.07,585.63,0.0
672.07,595.63,0.0
672.07,605.62,0.0
672.07,615.62,0.0
672.07,625.61,0.0
672.07,635.6,0.0
672.07,645.6,0.0
672.07,655.59,0.0
672.07,665.58,0.0
672.07,675.58,0.0
672.07,685.57,0.0
672.07,695.57,0.0
672.07,705.56,0.0
672.07,715.55,0.0
672.07,725.55,0.0
672.07,735.54,0.0
672.07,745.53,0.0
672.07,755.53,0.0
672.07,765.52,0.0
672.07,775.52,0.0
672.07,785.51,0.0
672.07,795.5,0.0
672.07,805.5,0.0
672.07,815.49,0.0
672.07,825.48,0.0
672.07,835.48,0.0
672.07,845.47,0.0
672.07,855.47,0.0
672.07,865.46,0.0
672.07,875.45,0.0
672.07,885.45,0.0
672.07,895.44,0.0
672.07,905.43,0.0
672.07,915.43,0.0
672.07,925.42,0.0
672.07,935.42,0.0
672.07,945.41,0.0
672.07,955.4,0.0
672.07,965.4,0.0
672.07,975.39,0.0
672.07,985.38,0.0
672.07,995.38,0.0
672.07,1005.4,0.0
672.07,1015.4,0.0
672.07,1025.4,0.0
672.07,1035.4,0.0
672.07,1045.3,0.0
672.07,1055.3,0.0
672.07,1065.3,0.0
672.07,1075.3,0.0
672.07,1085.3,0.0
672.07,1095.3,0.0
672.07,1105.3,0.0
672.07,1115.3,0.0
672.07,1125.3,0.0
672.07,1135.3,0.0
672.07,1145.3,0.0
672.07,1155.3,0.0
672.07,1165.3,0.0
672.07,1175.3,0.0
672.07,1185.3,0.0
672.07,1195.3,0.0
672.07,1205.2,0.0
672.07,1215.2,0.0
672.07,1225.2,0.0
672.07,1235.2,0.0
672.07,1245.2,0.0
672.07,1255.2,0.0
672.07,1265.2,0.0
672.07,1275.2,0.0
672.07,1285.2,0.0
672.07,1295.2,0.0
672.07,1305.2,0.0
672.07,1315.2,0.0
672.07,1325.2,0.0
672.07,1335.2,0.0
672.07,1345.2,0.0
672.07,1355.2,0.0
672.07,1365.1,0.0
672.07,1375.1,0.0
672.07,1385.1,0.0
672.07,1395.1,0.0
672.07,1405.1,0.0
672.07,1415.1,0.0
672.07,1425.1,0.0
672.07,1435.1,0.0
672.07,1445.1,0.0
672.07,1455.1,0.0
672.07,1465.1,0.0
672.07,1475.1,0.0
672.07,1485.1,0.0
672.07,1495.1,0.0
672.07,1505.1,0.0
672.07,1515.1,0.0
672.07,1525.0,0.0
672.07,1535.0,0.0
672.07,1545.0,0.0
672.07,1555.0,0.0
672.07,1565.0,0.0
672.07,1575.0,0.0
672.07,1585.0,0.0
672.07,1595.0,0.0
688.09,5.9969,0.5706
688.09,15.991,0.57636
688.09,25.984,0.58107
688.09,35.978,0.58578
688.09,45.972,0.59049
688.09,55.966,0.5952
688.09,65.959,0.59991
688.09,75.953,0.60463
688.09,85.947,0.60934
688.09,95.941,0.61405
688.09,105.93,0.61275
688.09,115.93,0.62204
688.09,125.92,0.65322
688.09,135.92,0.6844
688.09,145.91,0.71558
688.09,155.9,0.74676
688.09,165.9,0.77794
688.09,175.89,0.80912
688.09,185.88,0.8403
688.09,195.88,0.87148
688.09,205.87,0.88794
688.09,215.87,0.89408
688.09,225.86,0.90197
688.09,235.85,0.91677
688.09,245.85,0.93156
688.09,255.84,0.94635
688.09,265.83,0.96115
688.09,275.83,0.97594
688.09,285.82,0.99073
688.09,295.82,1.0055
688.09,305.81,0.99514
688.09,315.8,0.98453
688.09,325.8,1.002
688.09,335.79,1.0195
688.09,345.78,1.037
688.09,355.78,0.94374
688.09,365.77,0.81303
688.09,375.77,0.75142
688.09,385.76,0.68981
688.09,395.75,0.62821
688.09,405.75,0.47948
688.09,415.74,0.25548
688.09,425.73,0.031242
688.09,435.73,-0.19299
688.09,445.72,-0.41703
688.09,455.72,-0.64012
688.09,465.71,0.0
688.09,475.7,0.0
688.09,485.7,0.0
688.09,495.69,0.0
688.09,505.68,0.0
688.09,515.68,0.0
688.09,525.67,0.0
688.09,535.67,0.0
688.09,545.66,0.0
688.09,555.65,0.0
688.09,565.65,0.0
688.09,575.64,0.0
688.09,585.63,0.0
688.09,595.63,0.0
688.09,605.62,0.0
688.09,615.62,0.0
688.09,625.61,0.0
688.09,635.6,0.0
688.09,645.6,0.0
688.09,655.59,0.0
688.09,665.58,0.0
688.09,675.58,0.0
688.09,685.57,0.0
688.09,695.57,0.0
688.09,705.56,0.0
688.09,715.55,0.0
688.09,725.55,0.0
688.09,735.54,0.0
688.09,745.53,0.0
688.09,755.53,0.0
688.09,765.52,0.0
688.09,775.52,0.0
688.09,785.51,0.0
688.09,795.5,0.0
688.09,805.5,0.0
688.09,815.49,0.0
688.09,825.48,0.0
688.09,835.48,0.0
688.09,845.47,0.0
688.09,855.47,0.0
688.09,865.46,0.0
688.09,875.45,0.0
688.09,885.45,0.0
688.09,895.44,0.0
688.09,905.43,0.0
688.09,915.43,0.0
688.09,925.42,0.0
688.09,935.42,0.0
688.09,945.41,0.0
688.09,955.4,0.0
688.09,965.4,0.0
688.09,975.39,0.0
688.09,985.38,0.0
688.09,995.38,0.0
688.09,1005.4,0.0
688.09,1015.4,0.0
688.09,1025.4,0.0
688.09,1035.4,0.0
688.09,1045.3,0.0
688.09,1055.3,0.0
688.09,1065.3,0.0
688.09,1075.3,0.0
688.09,1085.3,0.0
688.09,1095.3,0.0
688.09,1105.3,0.0
688.09,1115.3,0.0
688.09,1125.3,0.0
688.09,1135.3,0.0
688.09,1145.3,0.0
688.09,1155.3,0.0
688.09,1165.3,0.0
688.09,1175.3,0.0
688.09,1185.3,0.0
688.09,1195.3,0.0
688.09,1205.2,0.0
688.09,1215.2,0.0
688.09,1225.2,0.0
688.09,1235.2,0.0
688.09,1245.2,0.0
688.09,1255.2,0.0
688.09,1265.2,0.0
688.09,1275.2,0.0
688.09,1285.2,0.0
688.09,1295.2,0.0
688.09,1305.2,0.0
688.09,1315.2,0.0
688.09,1325.2,0.0
688.09,1335.2,0.0
688.09,1345.2,0.0
688.09,1355.2,0.0
688.09,1365.1,0.0
688.09,1375.1,0.0
688.09,1385.1,0.0
688.09,1395.1,0.0
688.09,1405.1,0.0
688.09,1415.1,0.0
688.09,1425.1,0.0
688.09,1435.1,0.0
688.09,1445.1,0.0
688.09,1455.1,0.0
688.09,1465.1,0.0
688.09,1475.1,0.0
688.09,1485.1,0.0
688.09,1495.1,0.0
688.09,1505.1,0.0
688.09,1515.1,0.0
688.09,1525.0,0.0
688.09,1535.0,0.0
688.09,1545.0,0.0
688.09,1555.0,0.0
688.09,1565.0,0.0
688.09,1575.0,0.0
688.09,1585.0,0.0
688.09,1595.0,0.0
704.1,5.9969,0.52194
704.1,15.991,0.52665
704.1,25.984,0.53136
704.1,35.978,0.53607
704.1,45.972,0.54078
704.1,55.966,0.54549
704.1,65.959,0.5502
704.1,75.953,0.55491
704.1,85.947,0.55962
704.1,95.941,0.56433
704.1,105.93,0.57812
704.1,115.93,0.6093
704.1,125.92,0.64048
704.1,135.92,0.67166
704.1,145.91,0.70284
704.1,155.9,0.73402
704.1,165.9,0.7652
704.1,175.89,0.79638
704.1,185.88,0.82755
704.1,195.88,0.85873
704.1,205.87,0.88657
704.1,215.87,0.9086
704.1,225.86,0.9234
704.1,235.85,0.93819
704.1,245.85,0.95298
704.1,255.84,0.96778
704.1,265.83,0.98257
704.1,275.83,0.99736
704.1,285.82,1.0122
704.1,295.82,1.027
704.1,305.81,1.0433
704.1,315.8,1.0608
704.1,325.8,1.0783
704.1,335.79,1.0958
704.1,345.78,1.1133
704.1,355.78,1.0818
704.1,365.77,1.0202
704.1,375.77,0.95855
704.1,385.76,0.89694
704.1,395.75,0.83534
704.1,405.75,0.70558
704.1,415.74,0.48134
704.1,425.73,0.25711
704.1,435.73,0.032872
704.1,445.72,-0.19136
704.1,455.72,-0.36453
704.1,465.71,-0.58762
704.1,475.7,-0.81272
704.1,485.7,0.0
704.1,495.69,0.0
704.1,505.68,0.0
704.1,515.68,0.0
704.1,525.67,0.0
704.1,535.67,0.0
704.1,545.66,0.0
704.1,555.65,0.0
704.1,565.65,0.0
704.1,575.64,0.0
704.1,585.63,0.0
704.1,595.63,0.0
704.1,605.62,0.0
704.1,615.62,0.0
704.1,625.61,0.0
704.1,635.6,0.0
704.1,645.6,0.0
704.1,655.59,0.0
704.1,665.58,0.0
704.1,675.58,0.0
704.1,685.57,0.0
704.1,695.57,0.0
704.1,705.56,0.0
704.1,715.55,0.0
704.1,725.55,0.0
704.1,735.54,0.0
704.1,745.53,0.0
704.1,755.53,0.0
704.1,765.52,0.0
704.1,775.52,0.0
704.1,785.51,0.0
704.1,795.5,0.0
704.1,805.5,0.0
704.1,815.49,0.0
704.1,825.48,0.0
704.1,835.48,0.0
704.1,845.47,0.0
704.1,855.47,0.0
704.1,865.46,0.0
704.1,875.45,0.0
704.1,885.45,0.0
704.1,895.44,0.0
704.1,905.43,0.0
704.1,915.43,0.0
704.1,925.42,0.0
704.1,935.42,0.0
704.1,945.41,0.0
704.1,955.4,0.0
704.1,965.4,0.0
704.1,975.39,0.0
704.1,985.38,0.0
704.1,995.38,0.0
704.1,1005.4,0.0
704.1,1015.4,0.0
704.1,1025.4,0.0
704.1,1035.4,0.0
704.1,1045.3,0.0
704.1,1055.3,0.0
704.1,1065.3,0.0
704.1,1075.3,0.0
