#: table_doi: 10.17182/hepdata.90835.v1/t80
#: name: T1tttt efficiency
#: description: The efficiency times acceptance of the SMS models for T1tttt as function of the gluino and LSP masses. The efficiency times acceptance is given for the total signal across the set of 174 search regions.
#: data_file: t1tttt_efficiency.yaml
#: keyword observables: EFF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> GLUINO GLUINO | GLUINO --> TQ TQBAR NEUTRALINO1
#: Efficiency,
M(GLUINO) [GeV],M(NEUTRALINO1) [GeV],Efficiency $\times$ Acceptance
607.24,795.5,0.0
607.24,805.5,0.0
607.24,815.49,0.0
607.24,825.48,0.0
607.24,835.48,0.0
607.24,845.47,0.0
607.24,855.47,0.0
607.24,865.46,0.0
607.24,875.45,0.0
607.24,885.45,0.0
607.24,895.44,0.0
607.24,905.43,0.0
607.24,915.43,0.0
607.24,925.42,0.0
607.24,935.42,0.0
607.24,945.41,0.0
607.24,955.4,0.0
607.24,965.4,0.0
607.24,975.39,0.0
607.24,985.38,0.0
607.24,995.38,0.0
607.24,1005.4,0.0
607.24,1015.4,0.0
607.24,1025.4,0.0
607.24,1035.4,0.0
607.24,1045.3,0.0
607.24,1055.3,0.0
607.24,1065.3,0.0
607.24,1075.3,0.0
607.24,1085.3,0.0
607.24,1095.3,0.0
607.24,1105.3,0.0
607.24,1115.3,0.0
607.24,1125.3,0.0
607.24,1135.3,0.0
607.24,1145.3,0.0
607.24,1155.3,0.0
607.24,1165.3,0.0
607.24,1175.3,0.0
607.24,1185.3,0.0
607.24,1195.3,0.0
607.24,1205.2,0.0
607.24,1215.2,0.0
607.24,1225.2,0.0
607.24,1235.2,0.0
607.24,1245.2,0.0
607.24,1255.2,0.0
607.24,1265.2,0.0
607.24,1275.2,0.0
607.24,1285.2,0.0
607.24,1295.2,0.0
607.24,1305.2,0.0
607.24,1315.2,0.0
607.24,1325.2,0.0
607.24,1335.2,0.0
607.24,1345.2,0.0
607.24,1355.2,0.0
607.24,1365.1,0.0
607.24,1375.1,0.0
607.24,1385.1,0.0
607.24,1395.1,0.0
607.24,1405.1,0.0
607.24,1415.1,0.0
607.24,1425.1,0.0
607.24,1435.1,0.0
607.24,1445.1,0.0
607.24,1455.1,0.0
607.24,1465.1,0.0
607.24,1475.1,0.0
607.24,1485.1,0.0
607.24,1495.1,0.0
607.24,1505.1,0.0
607.24,1515.1,0.0
607.24,1525.0,0.0
607.24,1535.0,0.0
607.24,1545.0,0.0
607.24,1555.0,0.0
607.24,1565.0,0.0
607.24,1575.0,0.0
607.24,1585.0,0.0
607.24,1595.0,0.0
621.71,5.9969,0.018045
621.71,15.991,0.017809
621.71,25.984,0.017573
621.71,35.978,0.017337
621.71,45.972,0.017101
621.71,55.966,0.016865
621.71,65.959,0.016629
621.71,75.953,0.016393
621.71,85.947,0.01624
621.71,95.941,0.016116
621.71,105.93,0.015646
621.71,115.93,0.014939
621.71,125.92,0.014232
621.71,135.92,0.013525
621.71,145.91,0.012818
621.71,155.9,0.012111
621.71,165.9,0.011404
621.71,175.89,0.010697
621.71,185.88,0.0095768
621.71,195.88,0.0083258
621.71,205.87,0.0071674
621.71,215.87,0.0060741
621.71,225.86,0.0049807
621.71,235.85,0.0038874
621.71,245.85,0.0030708
621.71,255.84,0.0031178
621.71,265.83,0.0031648
621.71,275.83,0.0032118
621.71,285.82,0.0032587
621.71,295.82,0.0033057
621.71,305.81,0.0036411
621.71,315.8,0.0041844
621.71,325.8,0.0046461
621.71,335.79,0.00499
621.71,345.78,0.0053338
621.71,355.78,0.0056947
621.71,365.77,0.0060724
621.71,375.77,0.0064728
621.71,385.76,0.0068732
621.71,395.75,0.0072259
621.71,405.75,0.0
621.71,415.74,0.0
621.71,425.73,0.0
621.71,435.73,0.0
621.71,445.72,0.0
621.71,455.72,0.0
621.71,465.71,0.0
621.71,475.7,0.0
621.71,485.7,0.0
621.71,495.69,0.0
621.71,505.68,0.0
621.71,515.68,0.0
621.71,525.67,0.0
621.71,535.67,0.0
621.71,545.66,0.0
621.71,555.65,0.0
621.71,565.65,0.0
621.71,575.64,0.0
621.71,585.63,0.0
621.71,595.63,0.0
621.71,605.62,0.0
621.71,615.62,0.0
621.71,625.61,0.0
621.71,635.6,0.0
621.71,645.6,0.0
621.71,655.59,0.0
621.71,665.58,0.0
621.71,675.58,0.0
621.71,685.57,0.0
621.71,695.57,0.0
621.71,705.56,0.0
621.71,715.55,0.0
621.71,725.55,0.0
621.71,735.54,0.0
621.71,745.53,0.0
621.71,755.53,0.0
621.71,765.52,0.0
621.71,775.52,0.0
621.71,785.51,0.0
621.71,795.5,0.0
621.71,805.5,0.0
621.71,815.49,0.0
621.71,825.48,0.0
621.71,835.48,0.0
621.71,845.47,0.0
621.71,855.47,0.0
621.71,865.46,0.0
621.71,875.45,0.0
621.71,885.45,0.0
621.71,895.44,0.0
621.71,905.43,0.0
621.71,915.43,0.0
621.71,925.42,0.0
621.71,935.42,0.0
621.71,945.41,0.0
621.71,955.4,0.0
621.71,965.4,0.0
621.71,975.39,0.0
621.71,985.38,0.0
621.71,995.38,0.0
621.71,1005.4,0.0
621.71,1015.4,0.0
621.71,1025.4,0.0
621.71,1035.4,0.0
621.71,1045.3,0.0
621.71,1055.3,0.0
621.71,1065.3,0.0
621.71,1075.3,0.0
621.71,1085.3,0.0
621.71,1095.3,0.0
621.71,1105.3,0.0
621.71,1115.3,0.0
621.71,1125.3,0.0
621.71,1135.3,0.0
621.71,1145.3,0.0
621.71,1155.3,0.0
621.71,1165.3,0.0
621.71,1175.3,0.0
621.71,1185.3,0.0
621.71,1195.3,0.0
621.71,1205.2,0.0
621.71,1215.2,0.0
621.71,1225.2,0.0
621.71,1235.2,0.0
621.71,1245.2,0.0
621.71,1255.2,0.0
621.71,1265.2,0.0
621.71,1275.2,0.0
621.71,1285.2,0.0
621.71,1295.2,0.0
621.71,1305.2,0.0
621.71,1315.2,0.0
621.71,1325.2,0.0
621.71,1335.2,0.0
621.71,1345.2,0.0
621.71,1355.2,0.0
621.71,1365.1,0.0
621.71,1375.1,0.0
621.71,1385.1,0.0
621.71,1395.1,0.0
621.71,1405.1,0.0
621.71,1415.1,0.0
621.71,1425.1,0.0
621.71,1435.1,0.0
621.71,1445.1,0.0
621.71,1455.1,0.0
621.71,1465.1,0.0
621.71,1475.1,0.0
621.71,1485.1,0.0
621.71,1495.1,0.0
621.71,1505.1,0.0
621.71,1515.1,0.0
621.71,1525.0,0.0
621.71,1535.0,0.0
621.71,1545.0,0.0
621.71,1555.0,0.0
621.71,1565.0,0.0
621.71,1575.0,0.0
621.71,1585.0,0.0
621.71,1595.0,0.0
636.18,5.9969,0.02159
636.18,15.991,0.021354
636.18,25.984,0.021118
636.18,35.978,0.020882
636.18,45.972,0.020646
636.18,55.966,0.02041
636.18,65.959,0.020194
636.18,75.953,0.02007
636.18,85.947,0.019945
636.18,95.941,0.019821
636.18,105.93,0.019351
636.18,115.93,0.018644
636.18,125.92,0.017937
636.18,135.92,0.01723
636.18,145.91,0.016523
636.18,155.9,0.015816
636.18,165.9,0.014996
636.18,175.89,0.013745
636.18,185.88,0.012494
636.18,195.88,0.011243
636.18,205.87,0.010084
636.18,215.87,0.0089911
636.18,225.86,0.0078977
636.18,235.85,0.0068044
636.18,245.85,0.005711
636.18,255.84,0.0046177
636.18,265.83,0.0035243
636.18,275.83,0.0028258
636.18,285.82,0.0028727
636.18,295.82,0.0029197
636.18,305.81,0.0032551
636.18,315.8,0.0037984
636.18,325.8,0.0043416
636.18,335.79,0.0048848
636.18,345.78,0.0052365
636.18,355.78,0.0055974
636.18,365.77,0.0059947
636.18,375.77,0.0063952
636.18,385.76,0.0067956
636.18,395.75,0.0071832
636.18,405.75,0.0075354
636.18,415.74,0.0
636.18,425.73,0.0
636.18,435.73,0.0
636.18,445.72,0.0
636.18,455.72,0.0
636.18,465.71,0.0
636.18,475.7,0.0
636.18,485.7,0.0
636.18,495.69,0.0
636.18,505.68,0.0
636.18,515.68,0.0
636.18,525.67,0.0
636.18,535.67,0.0
636.18,545.66,0.0
636.18,555.65,0.0
636.18,565.65,0.0
636.18,575.64,0.0
636.18,585.63,0.0
636.18,595.63,0.0
636.18,605.62,0.0
636.18,615.62,0.0
636.18,625.61,0.0
636.18,635.6,0.0
636.18,645.6,0.0
636.18,655.59,0.0
636.18,665.58,0.0
636.18,675.58,0.0
636.18,685.57,0.0
636.18,695.57,0.0
636.18,705.56,0.0
636.18,715.55,0.0
636.18,725.55,0.0
636.18,735.54,0.0
636.18,745.53,0.0
636.18,755.53,0.0
636.18,765.52,0.0
636.18,775.52,0.0
636.18,785.51,0.0
636.18,795.5,0.0
636.18,805.5,0.0
636.18,815.49,0.0
636.18,825.48,0.0
636.18,835.48,0.0
636.18,845.47,0.0
636.18,855.47,0.0
636.18,865.46,0.0
636.18,875.45,0.0
636.18,885.45,0.0
636.18,895.44,0.0
636.18,905.43,0.0
636.18,915.43,0.0
636.18,925.42,0.0
636.18,935.42,0.0
636.18,945.41,0.0
636.18,955.4,0.0
636.18,965.4,0.0
636.18,975.39,0.0
636.18,985.38,0.0
636.18,995.38,0.0
636.18,1005.4,0.0
636.18,1015.4,0.0
636.18,1025.4,0.0
636.18,1035.4,0.0
636.18,1045.3,0.0
636.18,1055.3,0.0
636.18,1065.3,0.0
636.18,1075.3,0.0
636.18,1085.3,0.0
636.18,1095.3,0.0
636.18,1105.3,0.0
636.18,1115.3,0.0
636.18,1125.3,0.0
636.18,1135.3,0.0
636.18,1145.3,0.0
636.18,1155.3,0.0
636.18,1165.3,0.0
636.18,1175.3,0.0
636.18,1185.3,0.0
636.18,1195.3,0.0
636.18,1205.2,0.0
636.18,1215.2,0.0
636.18,1225.2,0.0
636.18,1235.2,0.0
636.18,1245.2,0.0
636.18,1255.2,0.0
636.18,1265.2,0.0
636.18,1275.2,0.0
636.18,1285.2,0.0
636.18,1295.2,0.0
636.18,1305.2,0.0
636.18,1315.2,0.0
636.18,1325.2,0.0
636.18,1335.2,0.0
636.18,1345.2,0.0
636.18,1355.2,0.0
636.18,1365.1,0.0
636.18,1375.1,0.0
636.18,1385.1,0.0
636.18,1395.1,0.0
636.18,1405.1,0.0
636.18,1415.1,0.0
636.18,1425.1,0.0
636.18,1435.1,0.0
636.18,1445.1,0.0
636.18,1455.1,0.0
636.18,1465.1,0.0
636.18,1475.1,0.0
636.18,1485.1,0.0
636.18,1495.1,0.0
636.18,1505.1,0.0
636.18,1515.1,0.0
636.18,1525.0,0.0
636.18,1535.0,0.0
636.18,1545.0,0.0
636.18,1555.0,0.0
636.18,1565.0,0.0
636.18,1575.0,0.0
636.18,1585.0,0.0
636.18,1595.0,0.0
650.66,5.9969,0.025134
650.66,15.991,0.024899
650.66,25.984,0.024663
650.66,35.978,0.024427
650.66,45.972,0.024191
650.66,55.966,0.024023
650.66,65.959,0.023899
650.66,75.953,0.023775
650.66,85.947,0.02365
650.66,95.941,0.023526
650.66,105.93,0.023056
650.66,115.93,0.022349
650.66,125.92,0.021642
650.66,135.92,0.020935
650.66,145.91,0.020228
650.66,155.9,0.019164
650.66,165.9,0.017913
650.66,175.89,0.016662
650.66,185.88,0.015411
650.66,195.88,0.01416
650.66,205.87,0.013001
650.66,215.87,0.011908
650.66,225.86,0.010815
650.66,235.85,0.0097214
650.66,245.85,0.008628
650.66,255.84,0.0075347
650.66,265.83,0.0064413
650.66,275.83,0.005348
650.66,285.82,0.0042546
650.66,295.82,0.0031613
650.66,305.81,0.0029427
650.66,315.8,0.0034859
650.66,325.8,0.0040292
650.66,335.79,0.0045724
650.66,345.78,0.0051156
650.66,355.78,0.005498
650.66,365.77,0.0058984
650.66,375.77,0.0062988
650.66,385.76,0.0066992
650.66,395.75,0.0070996
650.66,405.75,0.0074878
650.66,415.74,0.00784
650.66,425.73,0.0081962
650.66,435.73,0.0
650.66,445.72,0.0
650.66,455.72,0.0
650.66,465.71,0.0
650.66,475.7,0.0
650.66,485.7,0.0
650.66,495.69,0.0
650.66,505.68,0.0
650.66,515.68,0.0
650.66,525.67,0.0
650.66,535.67,0.0
650.66,545.66,0.0
650.66,555.65,0.0
650.66,565.65,0.0
650.66,575.64,0.0
650.66,585.63,0.0
650.66,595.63,0.0
650.66,605.62,0.0
650.66,615.62,0.0
650.66,625.61,0.0
650.66,635.6,0.0
650.66,645.6,0.0
650.66,655.59,0.0
650.66,665.58,0.0
650.66,675.58,0.0
650.66,685.57,0.0
650.66,695.57,0.0
650.66,705.56,0.0
650.66,715.55,0.0
650.66,725.55,0.0
650.66,735.54,0.0
650.66,745.53,0.0
650.66,755.53,0.0
650.66,765.52,0.0
650.66,775.52,0.0
650.66,785.51,0.0
650.66,795.5,0.0
650.66,805.5,0.0
650.66,815.49,0.0
650.66,825.48,0.0
650.66,835.48,0.0
650.66,845.47,0.0
650.66,855.47,0.0
650.66,865.46,0.0
650.66,875.45,0.0
650.66,885.45,0.0
650.66,895.44,0.0
650.66,905.43,0.0
650.66,915.43,0.0
650.66,925.42,0.0
650.66,935.42,0.0
650.66,945.41,0.0
650.66,955.4,0.0
650.66,965.4,0.0
650.66,975.39,0.0
650.66,985.38,0.0
650.66,995.38,0.0
650.66,1005.4,0.0
650.66,1015.4,0.0
650.66,1025.4,0.0
650.66,1035.4,0.0
650.66,1045.3,0.0
650.66,1055.3,0.0
650.66,1065.3,0.0
650.66,1075.3,0.0
650.66,1085.3,0.0
650.66,1095.3,0.0
650.66,1105.3,0.0
650.66,1115.3,0.0
650.66,1125.3,0.0
650.66,1135.3,0.0
650.66,1145.3,0.0
650.66,1155.3,0.0
650.66,1165.3,0.0
650.66,1175.3,0.0
650.66,1185.3,0.0
650.66,1195.3,0.0
650.66,1205.2,0.0
650.66,1215.2,0.0
650.66,1225.2,0.0
650.66,1235.2,0.0
650.66,1245.2,0.0
650.66,1255.2,0.0
650.66,1265.2,0.0
650.66,1275.2,0.0
650.66,1285.2,0.0
650.66,1295.2,0.0
650.66,1305.2,0.0
650.66,1315.2,0.0
650.66,1325.2,0.0
650.66,1335.2,0.0
650.66,1345.2,0.0
650.66,1355.2,0.0
650.66,1365.1,0.0
650.66,1375.1,0.0
650.66,1385.1,0.0
650.66,1395.1,0.0
650.66,1405.1,0.0
650.66,1415.1,0.0
650.66,1425.1,0.0
650.66,1435.1,0.0
650.66,1445.1,0.0
650.66,1455.1,0.0
650.66,1465.1,0.0
650.66,1475.1,0.0
650.66,1485.1,0.0
650.66,1495.1,0.0
650.66,1505.1,0.0
650.66,1515.1,0.0
650.66,1525.0,0.0
650.66,1535.0,0.0
650.66,1545.0,0.0
650.66,1555.0,0.0
650.66,1565.0,0.0
650.66,1575.0,0.0
650.66,1585.0,0.0
650.66,1595.0,0.0
665.13,5.9969,0.028679
665.13,15.991,0.028443
665.13,25.984,0.028208
665.13,35.978,0.027977
665.13,45.972,0.027852
665.13,55.966,0.027728
665.13,65.959,0.027604
665.13,75.953,0.027479
665.13,85.947,0.027355
665.13,95.941,0.027231
665.13,105.93,0.02676
665.13,115.93,0.026054
665.13,125.92,0.025347
665.13,135.92,0.024583
665.13,145.91,0.023332
665.13,155.9,0.022081
665.13,165.9,0.02083
665.13,175.89,0.019579
665.13,185.88,0.018328
665.13,195.88,0.017077
665.13,205.87,0.015918
665.13,215.87,0.014825
665.13,225.86,0.013732
665.13,235.85,0.012638
665.13,245.85,0.011545
665.13,255.84,0.010452
665.13,265.83,0.0093583
665.13,275.83,0.0079104
665.13,285.82,0.0062354
665.13,295.82,0.0045604
665.13,305.81,0.0041749
665.13,315.8,0.0047181
665.13,325.8,0.0052613
665.13,335.79,0.0056948
665.13,345.78,0.0050489
665.13,355.78,0.0050079
665.13,365.77,0.0054083
665.13,375.77,0.0058087
665.13,385.76,0.00623
665.13,395.75,0.0068649
665.13,405.75,0.0073372
665.13,415.74,0.0076894
665.13,425.73,0.0080699
665.13,435.73,0.0084799
665.13,445.72,0.0
665.13,455.72,0.0
665.13,465.71,0.0
665.13,475.7,0.0
665.13,485.7,0.0
665.13,495.69,0.0
665.13,505.68,0.0
665.13,515.68,0.0
665.13,525.67,0.0
665.13,535.67,0.0
665.13,545.66,0.0
665.13,555.65,0.0
665.13,565.65,0.0
665.13,575.64,0.0
665.13,585.63,0.0
665.13,595.63,0.0
665.13,605.62,0.0
665.13,615.62,0.0
665.13,625.61,0.0
665.13,635.6,0.0
665.13,645.6,0.0
665.13,655.59,0.0
665.13,665.58,0.0
665.13,675.58,0.0
665.13,685.57,0.0
665.13,695.57,0.0
665.13,705.56,0.0
665.13,715.55,0.0
665.13,725.55,0.0
665.13,735.54,0.0
665.13,745.53,0.0
665.13,755.53,0.0
665.13,765.52,0.0
665.13,775.52,0.0
665.13,785.51,0.0
665.13,795.5,0.0
665.13,805.5,0.0
665.13,815.49,0.0
665.13,825.48,0.0
665.13,835.48,0.0
665.13,845.47,0.0
665.13,855.47,0.0
665.13,865.46,0.0
665.13,875.45,0.0
665.13,885.45,0.0
665.13,895.44,0.0
665.13,905.43,0.0
665.13,915.43,0.0
665.13,925.42,0.0
665.13,935.42,0.0
665.13,945.41,0.0
665.13,955.4,0.0
665.13,965.4,0.0
665.13,975.39,0.0
665.13,985.38,0.0
665.13,995.38,0.0
665.13,1005.4,0.0
665.13,1015.4,0.0
665.13,1025.4,0.0
665.13,1035.4,0.0
665.13,1045.3,0.0
665.13,1055.3,0.0
665.13,1065.3,0.0
665.13,1075.3,0.0
665.13,1085.3,0.0
665.13,1095.3,0.0
665.13,1105.3,0.0
665.13,1115.3,0.0
665.13,1125.3,0.0
665.13,1135.3,0.0
665.13,1145.3,0.0
665.13,1155.3,0.0
665.13,1165.3,0.0
665.13,1175.3,0.0
665.13,1185.3,0.0
665.13,1195.3,0.0
665.13,1205.2,0.0
665.13,1215.2,0.0
665.13,1225.2,0.0
665.13,1235.2,0.0
665.13,1245.2,0.0
665.13,1255.2,0.0
665.13,1265.2,0.0
665.13,1275.2,0.0
665.13,1285.2,0.0
665.13,1295.2,0.0
665.13,1305.2,0.0
665.13,1315.2,0.0
665.13,1325.2,0.0
665.13,1335.2,0.0
665.13,1345.2,0.0
665.13,1355.2,0.0
665.13,1365.1,0.0
665.13,1375.1,0.0
665.13,1385.1,0.0
665.13,1395.1,0.0
665.13,1405.1,0.0
665.13,1415.1,0.0
665.13,1425.1,0.0
665.13,1435.1,0.0
665.13,1445.1,0.0
665.13,1455.1,0.0
665.13,1465.1,0.0
665.13,1475.1,0.0
665.13,1485.1,0.0
665.13,1495.1,0.0
665.13,1505.1,0.0
665.13,1515.1,0.0
665.13,1525.0,0.0
665.13,1535.0,0.0
665.13,1545.0,0.0
665.13,1555.0,0.0
665.13,1565.0,0.0
665.13,1575.0,0.0
665.13,1585.0,0.0
665.13,1595.0,0.0
679.61,5.9969,0.032224
679.61,15.991,0.031988
679.61,25.984,0.031806
679.61,35.978,0.031682
679.61,45.972,0.031557
679.61,55.966,0.031433
679.61,65.959,0.031309
679.61,75.953,0.031184
679.61,85.947,0.03106
679.61,95.941,0.030936
679.61,105.93,0.030465
679.61,115.93,0.029758
679.61,125.92,0.028751
679.61,135.92,0.0275
679.61,145.91,0.026249
679.61,155.9,0.024998
679.61,165.9,0.023747
679.61,175.89,0.022496
679.61,185.88,0.021245
679.61,195.88,0.019994
679.61,205.87,0.018835
679.61,215.87,0.017742
679.61,225.86,0.016649
679.61,235.85,0.015555
679.61,245.85,0.014168
679.61,255.84,0.012493
679.61,265.83,0.010818
679.61,275.83,0.0091426
679.61,285.82,0.0074676
679.61,295.82,0.0057926
679.61,305.81,0.0054071
679.61,315.8,0.0059503
679.61,325.8,0.0058507
679.61,335.79,0.0052048
679.61,345.78,0.0045588
679.61,355.78,0.0045178
679.61,365.77,0.0049182
679.61,375.77,0.0054446
679.61,385.76,0.0060795
679.61,395.75,0.0067143
679.61,405.75,0.0071866
679.61,415.74,0.0075577
679.61,425.73,0.007944
679.61,435.73,0.0083303
679.61,445.72,0.0087608
679.61,455.72,0.0
679.61,465.71,0.0
679.61,475.7,0.0
679.61,485.7,0.0
679.61,495.69,0.0
679.61,505.68,0.0
679.61,515.68,0.0
679.61,525.67,0.0
679.61,535.67,0.0
679.61,545.66,0.0
679.61,555.65,0.0
679.61,565.65,0.0
679.61,575.64,0.0
679.61,585.63,0.0
679.61,595.63,0.0
679.61,605.62,0.0
679.61,615.62,0.0
679.61,625.61,0.0
679.61,635.6,0.0
679.61,645.6,0.0
679.61,655.59,0.0
679.61,665.58,0.0
679.61,675.58,0.0
679.61,685.57,0.0
679.61,695.57,0.0
679.61,705.56,0.0
679.61,715.55,0.0
679.61,725.55,0.0
679.61,735.54,0.0
679.61,745.53,0.0
679.61,755.53,0.0
679.61,765.52,0.0
679.61,775.52,0.0
679.61,785.51,0.0
679.61,795.5,0.0
679.61,805.5,0.0
679.61,815.49,0.0
679.61,825.48,0.0
679.61,835.48,0.0
679.61,845.47,0.0
679.61,855.47,0.0
679.61,865.46,0.0
679.61,875.45,0.0
679.61,885.45,0.0
679.61,895.44,0.0
679.61,905.43,0.0
679.61,915.43,0.0
679.61,925.42,0.0
679.61,935.42,0.0
679.61,945.41,0.0
679.61,955.4,0.0
679.61,965.4,0.0
679.61,975.39,0.0
679.61,985.38,0.0
679.61,995.38,0.0
679.61,1005.4,0.0
679.61,1015.4,0.0
679.61,1025.4,0.0
679.61,1035.4,0.0
679.61,1045.3,0.0
679.61,1055.3,0.0
679.61,1065.3,0.0
679.61,1075.3,0.0
679.61,1085.3,0.0
679.61,1095.3,0.0
679.61,1105.3,0.0
679.61,1115.3,0.0
679.61,1125.3,0.0
679.61,1135.3,0.0
679.61,1145.3,0.0
679.61,1155.3,0.0
679.61,1165.3,0.0
679.61,1175.3,0.0
679.61,1185.3,0.0
679.61,1195.3,0.0
679.61,1205.2,0.0
679.61,1215.2,0.0
679.61,1225.2,0.0
679.61,1235.2,0.0
679.61,1245.2,0.0
679.61,1255.2,0.0
679.61,1265.2,0.0
679.61,1275.2,0.0
679.61,1285.2,0.0
679.61,1295.2,0.0
679.61,1305.2,0.0
679.61,1315.2,0.0
679.61,1325.2,0.0
679.61,1335.2,0.0
679.61,1345.2,0.0
679.61,1355.2,0.0
679.61,1365.1,0.0
679.61,1375.1,0.0
679.61,1385.1,0.0
679.61,1395.1,0.0
679.61,1405.1,0.0
679.61,1415.1,0.0
679.61,1425.1,0.0
679.61,1435.1,0.0
679.61,1445.1,0.0
679.61,1455.1,0.0
679.61,1465.1,0.0
679.61,1475.1,0.0
679.61,1485.1,0.0
679.61,1495.1,0.0
679.61,1505.1,0.0
679.61,1515.1,0.0
679.61,1525.0,0.0
679.61,1535.0,0.0
679.61,1545.0,0.0
679.61,1555.0,0.0
679.61,1565.0,0.0
679.61,1575.0,0.0
679.61,1585.0,0.0
679.61,1595.0,0.0
694.08,5.9969,0.035769
694.08,15.991,0.035635
694.08,25.984,0.035511
694.08,35.978,0.035387
694.08,45.972,0.035262
694.08,55.966,0.035138
694.08,65.959,0.035014
694.08,75.953,0.034889
694.08,85.947,0.034765
694.08,95.941,0.034641
694.08,105.93,0.03417
694.08,115.93,0.032919
694.08,125.92,0.031668
694.08,135.92,0.030417
694.08,145.91,0.029166
694.08,155.9,0.027915
694.08,165.9,0.026664
694.08,175.89,0.025413
694.08,185.88,0.024162
694.08,195.88,0.022911
694.08,205.87,0.021752
694.08,215.87,0.020425
694.08,225.86,0.01875
694.08,235.85,0.017075
694.08,245.85,0.0154
694.08,255.84,0.013725
694.08,265.83,0.01205
694.08,275.83,0.010375
694.08,285.82,0.0086998
694.08,295.82,0.0070248
694.08,305.81,0.0066393
694.08,315.8,0.0060066
694.08,325.8,0.0053606
694.08,335.79,0.0047147
694.08,345.78,0.0040687
694.08,355.78,0.0040278
694.08,365.77,0.0046592
694.08,375.77,0.0052941
694.08,385.76,0.0059289
694.08,395.75,0.0065637
694.08,405.75,0.0070455
694.08,415.74,0.0074318
694.08,425.73,0.0078181
694.08,435.73,0.0082043
694.08,445.72,0.0085906
694.08,455.72,0.0090417
694.08,465.71,0.0095027
694.08,475.7,0.0
694.08,485.7,0.0
694.08,495.69,0.0
694.08,505.68,0.0
694.08,515.68,0.0
694.08,525.67,0.0
694.08,535.67,0.0
694.08,545.66,0.0
694.08,555.65,0.0
694.08,565.65,0.0
694.08,575.64,0.0
694.08,585.63,0.0
694.08,595.63,0.0
694.08,605.62,0.0
694.08,615.62,0.0
694.08,625.61,0.0
694.08,635.6,0.0
694.08,645.6,0.0
694.08,655.59,0.0
694.08,665.58,0.0
694.08,675.58,0.0
694.08,685.57,0.0
694.08,695.57,0.0
694.08,705.56,0.0
694.08,715.55,0.0
694.08,725.55,0.0
694.08,735.54,0.0
694.08,745.53,0.0
694.08,755.53,0.0
694.08,765.52,0.0
694.08,775.52,0.0
694.08,785.51,0.0
694.08,795.5,0.0
694.08,805.5,0.0
694.08,815.49,0.0
694.08,825.48,0.0
694.08,835.48,0.0
694.08,845.47,0.0
694.08,855.47,0.0
694.08,865.46,0.0
694.08,875.45,0.0
694.08,885.45,0.0
694.08,895.44,0.0
694.08,905.43,0.0
694.08,915.43,0.0
