#: table_doi: 10.17182/hepdata.90835.v1/t86
#: name: T2qq efficiency
#: description: The efficiency times acceptance of the SMS models for T2qq as function of the LSP and light squark masses. The efficiency times acceptance is given for the total signal across the set of 174 search regions.
#: data_file: t2qq_efficiency.yaml
#: keyword observables: EFF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> SQUARK SQUARK | SQUARK --> Q NEUTRALINO1
#: Efficiency,
M(SQUARK) [GeV],M(NEUTRALINO1) [GeV],Efficiency $\times$ Acceptance
2344.4,1560.9,0.6754
2344.4,1574.7,0.67403
2344.4,1588.4,0.67266
2344.4,1602.1,0.67105
2344.4,1615.9,0.66799
2344.4,1629.6,0.66489
2344.4,1643.4,0.66179
2344.4,1657.1,0.65885
2344.4,1670.9,0.65681
2344.4,1684.6,0.65476
2344.4,1698.4,0.65271
2344.4,1712.1,0.6492
2344.4,1725.8,0.64626
2344.4,1739.6,0.64333
2344.4,1753.3,0.63963
2344.4,1767.1,0.63416
2344.4,1780.8,0.62882
2344.4,1794.6,0.62348
2344.4,1808.3,0.61836
2344.4,1822.0,0.61417
2344.4,1835.8,0.60999
2344.4,1849.5,0.6058
2344.4,1863.3,0.59787
2344.4,1877.0,0.5898
2344.4,1890.8,0.58173
2344.4,1904.5,0.57223
2344.4,1918.3,0.56374
2344.4,1932.0,0.55558
2344.4,1945.7,0.54742
2344.4,1959.5,0.53611
2344.4,1973.2,0.52338
2344.4,1987.0,0.51065
2344.4,2000.7,0.49651
2344.4,2014.5,0.48082
2344.4,2028.2,0.46513
2344.4,2041.9,0.44944
2344.4,2055.7,0.42429
2344.4,2069.4,0.40141
2344.4,2083.2,0.37853
2344.4,2096.9,0.35565
2344.4,2110.7,0.32751
2344.4,2124.4,0.29786
2344.4,2138.2,0.26821
2344.4,2151.9,0.24094
2344.4,2165.6,0.21486
2344.4,2179.4,0.18352
2344.4,2193.1,0.15217
2358.2,7.8719,0.7168
2358.2,21.616,0.71646
2358.2,35.359,0.71611
2358.2,49.103,0.71577
2358.2,62.847,0.71543
2358.2,76.591,0.71509
2358.2,90.334,0.71521
2358.2,104.08,0.71572
2358.2,117.82,0.716
2358.2,131.57,0.71628
2358.2,145.31,0.71656
2358.2,159.05,0.71684
2358.2,172.8,0.71711
2358.2,186.54,0.71726
2358.2,200.28,0.71694
2358.2,214.03,0.71665
2358.2,227.77,0.71658
2358.2,241.52,0.71657
2358.2,255.26,0.71655
2358.2,269.0,0.71654
2358.2,282.75,0.71653
2358.2,296.49,0.71651
2358.2,310.23,0.71637
2358.2,323.98,0.71618
2358.2,337.72,0.71599
2358.2,351.47,0.71581
2358.2,365.21,0.71562
2358.2,378.95,0.71543
2358.2,392.7,0.71541
2358.2,406.44,0.71512
2358.2,420.18,0.71444
2358.2,433.93,0.71376
2358.2,447.67,0.71308
2358.2,461.42,0.7124
2358.2,475.16,0.71171
2358.2,488.9,0.7113
2358.2,502.65,0.71141
2358.2,516.39,0.71192
2358.2,530.13,0.71243
2358.2,543.88,0.71294
2358.2,557.62,0.71344
2358.2,571.37,0.71395
2358.2,585.11,0.71439
2358.2,598.85,0.71431
2358.2,612.6,0.71316
2358.2,626.34,0.71238
2358.2,640.08,0.71179
2358.2,653.83,0.71119
2358.2,667.57,0.71059
2358.2,681.32,0.71
2358.2,695.06,0.7094
2358.2,708.8,0.71014
2358.2,722.55,0.711
2358.2,736.29,0.71106
2358.2,750.03,0.71112
2358.2,763.78,0.71118
2358.2,777.52,0.71124
2358.2,791.27,0.7113
2358.2,805.01,0.71109
2358.2,818.75,0.71041
2358.2,832.5,0.70973
2358.2,846.24,0.70905
2358.2,859.98,0.70837
2358.2,873.73,0.70769
2358.2,887.47,0.70683
2358.2,901.22,0.70564
2358.2,914.96,0.70582
2358.2,928.7,0.706
2358.2,942.45,0.70618
2358.2,956.19,0.70636
2358.2,969.93,0.70654
2358.2,983.68,0.70673
2358.2,997.42,0.70749
2358.2,1011.2,0.70724
2358.2,1024.9,0.70676
2358.2,1038.7,0.70628
2358.2,1052.4,0.70579
2358.2,1066.1,0.70531
2358.2,1079.9,0.70483
2358.2,1093.6,0.70409
2358.2,1107.4,0.70381
2358.2,1121.1,0.70401
2358.2,1134.9,0.70421
2358.2,1148.6,0.70441
2358.2,1162.3,0.7046
2358.2,1176.1,0.7048
2358.2,1189.8,0.70484
2358.2,1203.6,0.70437
2358.2,1217.3,0.70298
2358.2,1231.1,0.70158
2358.2,1244.8,0.70019
2358.2,1258.6,0.6988
2358.2,1272.3,0.69741
2358.2,1286.0,0.69612
2358.2,1299.8,0.69529
2358.2,1313.5,0.69398
2358.2,1327.3,0.69306
2358.2,1341.0,0.69225
2358.2,1354.8,0.69144
2358.2,1368.5,0.69063
2358.2,1382.2,0.68981
2358.2,1396.0,0.689
2358.2,1409.7,0.6882
2358.2,1423.5,0.68739
2358.2,1437.2,0.68659
2358.2,1451.0,0.68579
2358.2,1464.7,0.68499
2358.2,1478.5,0.68419
2358.2,1492.2,0.68344
2358.2,1505.9,0.68258
2358.2,1519.7,0.68145
2358.2,1533.4,0.68009
2358.2,1547.2,0.67872
2358.2,1560.9,0.67735
2358.2,1574.7,0.67598
2358.2,1588.4,0.67462
2358.2,1602.1,0.67298
2358.2,1615.9,0.66988
2358.2,1629.6,0.66678
2358.2,1643.4,0.6639
2358.2,1657.1,0.66273
2358.2,1670.9,0.66075
2358.2,1684.6,0.6587
2358.2,1698.4,0.65665
2358.2,1712.1,0.65383
2358.2,1725.8,0.6509
2358.2,1739.6,0.64796
2358.2,1753.3,0.64419
2358.2,1767.1,0.63885
2358.2,1780.8,0.6335
2358.2,1794.6,0.62843
2358.2,1808.3,0.6243
2358.2,1822.0,0.62011
2358.2,1835.8,0.61593
2358.2,1849.5,0.61192
2358.2,1863.3,0.60534
2358.2,1877.0,0.59727
2358.2,1890.8,0.5892
2358.2,1904.5,0.5811
2358.2,1918.3,0.57295
2358.2,1932.0,0.56479
2358.2,1945.7,0.55677
2358.2,1959.5,0.5456
2358.2,1973.2,0.53287
2358.2,1987.0,0.52014
2358.2,2000.7,0.51073
2358.2,2014.5,0.49663
2358.2,2028.2,0.48094
2358.2,2041.9,0.46525
2358.2,2055.7,0.44659
2358.2,2069.4,0.42371
2358.2,2083.2,0.40083
2358.2,2096.9,0.38047
2358.2,2110.7,0.35385
2358.2,2124.4,0.3242
2358.2,2138.2,0.29455
2358.2,2151.9,0.26867
2358.2,2165.6,0.23732
2358.2,2179.4,0.20598
2358.2,2193.1,0.17459
2372.0,7.8719,0.71636
2372.0,21.616,0.71602
2372.0,35.359,0.71568
2372.0,49.103,0.71534
2372.0,62.847,0.71545
2372.0,76.591,0.71606
2372.0,90.334,0.71667
2372.0,104.08,0.71719
2372.0,117.82,0.71747
2372.0,131.57,0.71775
2372.0,145.31,0.71802
2372.0,159.05,0.71817
2372.0,172.8,0.71784
2372.0,186.54,0.71751
2372.0,200.28,0.71719
2372.0,214.03,0.7169
2372.0,227.77,0.71661
2372.0,241.52,0.71632
2372.0,255.26,0.71626
2372.0,269.0,0.71624
2372.0,282.75,0.71623
2372.0,296.49,0.71621
2372.0,310.23,0.71607
2372.0,323.98,0.71588
2372.0,337.72,0.7157
2372.0,351.47,0.71551
2372.0,365.21,0.71549
2372.0,378.95,0.71555
2372.0,392.7,0.71562
2372.0,406.44,0.71533
2372.0,420.18,0.71465
2372.0,433.93,0.71397
2372.0,447.67,0.71328
2372.0,461.42,0.71288
2372.0,475.16,0.7129
2372.0,488.9,0.71291
2372.0,502.65,0.71302
2372.0,516.39,0.71353
2372.0,530.13,0.71404
2372.0,543.88,0.71455
2372.0,557.62,0.71498
2372.0,571.37,0.7149
2372.0,585.11,0.71481
2372.0,598.85,0.71473
2372.0,612.6,0.71358
2372.0,626.34,0.71234
2372.0,640.08,0.71109
2372.0,653.83,0.71031
2372.0,667.57,0.70971
2372.0,681.32,0.70912
2372.0,695.06,0.70852
2372.0,708.8,0.70926
2372.0,722.55,0.71075
2372.0,736.29,0.71224
2372.0,750.03,0.71311
2372.0,763.78,0.71317
2372.0,777.52,0.71323
2372.0,791.27,0.71329
2372.0,805.01,0.71308
2372.0,818.75,0.7124
2372.0,832.5,0.71172
2372.0,846.24,0.71104
2372.0,859.98,0.71017
2372.0,873.73,0.70885
2372.0,887.47,0.70753
2372.0,901.22,0.70634
2372.0,914.96,0.70652
2372.0,928.7,0.70671
2372.0,942.45,0.70689
2372.0,956.19,0.70708
2372.0,969.93,0.70784
2372.0,983.68,0.7086
2372.0,997.42,0.70937
2372.0,1011.2,0.70912
2372.0,1024.9,0.70863
2372.0,1038.7,0.70815
2372.0,1052.4,0.70767
2372.0,1066.1,0.70693
2372.0,1079.9,0.7061
2372.0,1093.6,0.70526
2372.0,1107.4,0.70498
2372.0,1121.1,0.70518
2372.0,1134.9,0.70538
2372.0,1148.6,0.70558
2372.0,1162.3,0.70561
2372.0,1176.1,0.70546
2372.0,1189.8,0.70531
2372.0,1203.6,0.70484
2372.0,1217.3,0.70345
2372.0,1231.1,0.70206
2372.0,1244.8,0.70066
2372.0,1258.6,0.69938
2372.0,1272.3,0.69854
2372.0,1286.0,0.69771
2372.0,1299.8,0.69687
2372.0,1313.5,0.69557
2372.0,1327.3,0.69426
2372.0,1341.0,0.69295
2372.0,1354.8,0.69203
2372.0,1368.5,0.69121
2372.0,1382.2,0.6904
2372.0,1396.0,0.68959
2372.0,1409.7,0.68878
2372.0,1423.5,0.68798
2372.0,1437.2,0.68718
2372.0,1451.0,0.68638
2372.0,1464.7,0.68563
2372.0,1478.5,0.68492
2372.0,1492.2,0.68421
2372.0,1505.9,0.68335
2372.0,1519.7,0.6823
2372.0,1533.4,0.68124
2372.0,1547.2,0.68012
2372.0,1560.9,0.67875
2372.0,1574.7,0.67738
2372.0,1588.4,0.67601
2372.0,1602.1,0.67437
2372.0,1615.9,0.67127
2372.0,1629.6,0.66841
2372.0,1643.4,0.66723
2372.0,1657.1,0.66606
2372.0,1670.9,0.66489
2372.0,1684.6,0.66292
2372.0,1698.4,0.66087
2372.0,1712.1,0.65804
2372.0,1725.8,0.65511
2372.0,1739.6,0.65181
2372.0,1753.3,0.64796
2372.0,1767.1,0.64262
2372.0,1780.8,0.63755
2372.0,1794.6,0.6335
2372.0,1808.3,0.62937
2372.0,1822.0,0.62519
2372.0,1835.8,0.62118
2372.0,1849.5,0.61731
2372.0,1863.3,0.61155
2372.0,1877.0,0.60492
2372.0,1890.8,0.59685
2372.0,1904.5,0.58875
2372.0,1918.3,0.5806
2372.0,1932.0,0.57258
2372.0,1945.7,0.56489
2372.0,1959.5,0.55372
2372.0,1973.2,0.54099
2372.0,1987.0,0.53191
2372.0,2000.7,0.52445
2372.0,2014.5,0.51167
2372.0,2028.2,0.49758
2372.0,2041.9,0.48189
2372.0,2055.7,0.46323
2372.0,2069.4,0.44035
2372.0,2083.2,0.42003
2372.0,2096.9,0.40389
2372.0,2110.7,0.37727
2372.0,2124.4,0.34762
2372.0,2138.2,0.32294
2372.0,2151.9,0.29883
2372.0,2165.6,0.26748
2372.0,2179.4,0.23609
2372.0,2193.1,0.20435
2385.9,7.8719,0.71593
2385.9,21.616,0.71559
2385.9,35.359,0.71569
2385.9,49.103,0.7163
2385.9,62.847,0.71692
2385.9,76.591,0.71753
2385.9,90.334,0.71814
2385.9,104.08,0.71866
2385.9,117.82,0.71894
2385.9,131.57,0.71907
2385.9,145.31,0.71874
2385.9,159.05,0.71842
2385.9,172.8,0.71809
2385.9,186.54,0.71777
2385.9,200.28,0.71744
2385.9,214.03,0.71715
2385.9,227.77,0.71687
2385.9,241.52,0.71658
2385.9,255.26,0.71629
2385.9,269.0,0.716
2385.9,282.75,0.71593
2385.9,296.49,0.71592
2385.9,310.23,0.71577
2385.9,323.98,0.71559
2385.9,337.72,0.71557
2385.9,351.47,0.71563
2385.9,365.21,0.7157
2385.9,378.95,0.71576
2385.9,392.7,0.71582
2385.9,406.44,0.71554
2385.9,420.18,0.71486
2385.9,433.93,0.71446
2385.9,447.67,0.71448
2385.9,461.42,0.71449
2385.9,475.16,0.71451
2385.9,488.9,0.71452
2385.9,502.65,0.71463
2385.9,516.39,0.71514
2385.9,530.13,0.71557
2385.9,543.88,0.71548
2385.9,557.62,0.7154
2385.9,571.37,0.71532
2385.9,585.11,0.71524
2385.9,598.85,0.71515
2385.9,612.6,0.714
2385.9,626.34,0.71276
2385.9,640.08,0.71151
2385.9,653.83,0.71027
2385.9,667.57,0.70902
2385.9,681.32,0.70823
2385.9,695.06,0.70764
2385.9,708.8,0.70838
2385.9,722.55,0.70987
2385.9,736.29,0.71136
2385.9,750.03,0.71285
2385.9,763.78,0.71434
2385.9,777.52,0.71522
2385.9,791.27,0.71528
2385.9,805.01,0.71507
2385.9,818.75,0.71439
2385.9,832.5,0.71352
2385.9,846.24,0.7122
2385.9,859.98,0.71088
2385.9,873.73,0.70956
2385.9,887.47,0.70824
2385.9,901.22,0.70705
2385.9,914.96,0.70723
2385.9,928.7,0.70743
2385.9,942.45,0.70819
2385.9,956.19,0.70895
2385.9,969.93,0.70972
2385.9,983.68,0.71048
2385.9,997.42,0.71124
2385.9,1011.2,0.71099
2385.9,1024.9,0.71051
2385.9,1038.7,0.70976
2385.9,1052.4,0.70893
2385.9,1066.1,0.7081
2385.9,1079.9,0.70727
2385.9,1093.6,0.70643
2385.9,1107.4,0.70615
2385.9,1121.1,0.70635
2385.9,1134.9,0.70638
2385.9,1148.6,0.70623
2385.9,1162.3,0.70608
2385.9,1176.1,0.70593
2385.9,1189.8,0.70578
2385.9,1203.6,0.70531
2385.9,1217.3,0.70392
2385.9,1231.1,0.70264
2385.9,1244.8,0.7018
2385.9,1258.6,0.70097
2385.9,1272.3,0.70013
2385.9,1286.0,0.6993
2385.9,1299.8,0.69846
2385.9,1313.5,0.69716
2385.9,1327.3,0.69585
2385.9,1341.0,0.69454
2385.9,1354.8,0.69323
2385.9,1368.5,0.69192
2385.9,1382.2,0.69099
2385.9,1396.0,0.69018
2385.9,1409.7,0.68937
2385.9,1423.5,0.68857
2385.9,1437.2,0.68783
2385.9,1451.0,0.68711
2385.9,1464.7,0.6864
2385.9,1478.5,0.68569
2385.9,1492.2,0.68498
2385.9,1505.9,0.68412
2385.9,1519.7,0.68306
2385.9,1533.4,0.68201
2385.9,1547.2,0.68095
2385.9,1560.9,0.6799
2385.9,1574.7,0.67878
2385.9,1588.4,0.67741
2385.9,1602.1,0.67577
2385.9,1615.9,0.67291
2385.9,1629.6,0.67174
2385.9,1643.4,0.67057
2385.9,1657.1,0.6694
2385.9,1670.9,0.66823
2385.9,1684.6,0.66705
2385.9,1698.4,0.66508
2385.9,1712.1,0.66226
2385.9,1725.8,0.65895
2385.9,1739.6,0.65558
2385.9,1753.3,0.65173
2385.9,1767.1,0.64667
2385.9,1780.8,0.64262
2385.9,1794.6,0.63858
2385.9,1808.3,0.63445
2385.9,1822.0,0.63044
2385.9,1835.8,0.62657
2385.9,1849.5,0.62269
2385.9,1863.3,0.61694
2385.9,1877.0,0.61112
2385.9,1890.8,0.6045
2385.9,1904.5,0.5964
2385.9,1918.3,0.58839
2385.9,1932.0,0.5807
2385.9,1945.7,0.57301
2385.9,1959.5,0.56184
2385.9,1973.2,0.55278
2385.9,1987.0,0.54562
2385.9,2000.7,0.53816
2385.9,2014.5,0.52538
2385.9,2028.2,0.5126
2385.9,2041.9,0.49853
2385.9,2055.7,0.47986
2385.9,2069.4,0.45958
2385.9,2083.2,0.44345
2385.9,2096.9,0.42732
2385.9,2110.7,0.40069
2385.9,2124.4,0.37604
2385.9,2138.2,0.35309
2385.9,2151.9,0.32898
2385.9,2165.6,0.29759
2385.9,2179.4,0.26585
2385.9,2193.1,0.23412
2399.7,7.8719,0.71593
2399.7,21.616,0.71654
2399.7,35.359,0.71716
2399.7,49.103,0.71777
2399.7,62.847,0.71838
2399.7,76.591,0.719
2399.7,90.334,0.71961
2399.7,104.08,0.71997
2399.7,117.82,0.71965
2399.7,131.57,0.71932
2399.7,145.31,0.719
2399.7,159.05,0.71867
2399.7,172.8,0.71835
2399.7,186.54,0.71802
2399.7,200.28,0.7177
2399.7,214.03,0.71741
2399.7,227.77,0.71712
2399.7,241.52,0.71683
2399.7,255.26,0.71654
2399.7,269.0,0.71625
2399.7,282.75,0.71596
2399.7,296.49,0.71568
2399.7,310.23,0.71565
2399.7,323.98,0.71571
2399.7,337.72,0.71578
2399.7,351.47,0.71584
2399.7,365.21,0.7159
2399.7,378.95,0.71597
2399.7,392.7,0.71603
2399.7,406.44,0.71604
2399.7,420.18,0.71605
2399.7,433.93,0.71607
2399.7,447.67,0.71608
2399.7,461.42,0.7161
2399.7,475.16,0.71612
2399.7,488.9,0.71613
2399.7,502.65,0.71616
2399.7,516.39,0.71607
2399.7,530.13,0.71599
2399.7,543.88,0.71591
2399.7,557.62,0.71582
2399.7,571.37,0.71574
2399.7,585.11,0.71566
2399.7,598.85,0.71557
2399.7,612.6,0.71443
2399.7,626.34,0.71318
2399.7,640.08,0.71194
2399.7,653.83,0.71069
2399.7,667.57,0.70945
2399.7,681.32,0.7082
2399.7,695.06,0.70695
2399.7,708.8,0.70749
2399.7,722.55,0.70898
2399.7,736.29,0.71047
2399.7,750.03,0.71196
2399.7,763.78,0.71345
2399.7,777.52,0.71495
2399.7,791.27,0.71644
2399.7,805.01,0.71686
2399.7,818.75,0.71554
2399.7,832.5,0.71422
2399.7,846.24,0.7129
2399.7,859.98,0.71158
2399.7,873.73,0.71026
2399.7,887.47,0.70894
2399.7,901.22,0.70778
2399.7,914.96,0.70854
2399.7,928.7,0.7093
2399.7,942.45,0.71007
2399.7,956.19,0.71083
2399.7,969.93,0.71159
2399.7,983.68,0.71236
2399.7,997.42,0.71312
2399.7,1011.2,0.7126
2399.7,1024.9,0.71177
2399.7,1038.7,0.71094
2399.7,1052.4,0.7101
2399.7,1066.1,0.70927
2399.7,1079.9,0.70844
2399.7,1093.6,0.70761
2399.7,1107.4,0.70716
2399.7,1121.1,0.70701
2399.7,1134.9,0.70686
2399.7,1148.6,0.7067
2399.7,1162.3,0.70655
2399.7,1176.1,0.7064
2399.7,1189.8,0.70625
2399.7,1203.6,0.7059
2399.7,1217.3,0.70506
2399.7,1231.1,0.70423
2399.7,1244.8,0.70339
2399.7,1258.6,0.70256
2399.7,1272.3,0.70172
2399.7,1286.0,0.70089
2399.7,1299.8,0.70005
2399.7,1313.5,0.69875
2399.7,1327.3,0.69744
2399.7,1341.0,0.69613
2399.7,1354.8,0.69482
2399.7,1368.5,0.69351
2399.7,1382.2,0.6922
2399.7,1396.0,0.69089
2399.7,1409.7,0.69002
2399.7,1423.5,0.68931
2399.7,1437.2,0.68859
2399.7,1451.0,0.68788
2399.7,1464.7,0.68717
2399.7,1478.5,0.68646
2399.7,1492.2,0.68575
2399.7,1505.9,0.68489
2399.7,1519.7,0.68383
2399.7,1533.4,0.68278
2399.7,1547.2,0.68172
2399.7,1560.9,0.68067
2399.7,1574.7,0.67961
2399.7,1588.4,0.67856
2399.7,1602.1,0.67742
2399.7,1615.9,0.67625
2399.7,1629.6,0.67508
2399.7,1643.4,0.67391
2399.7,1657.1,0.67273
2399.7,1670.9,0.67156
2399.7,1684.6,0.67039
2399.7,1698.4,0.66922
2399.7,1712.1,0.6661
2399.7,1725.8,0.66272
2399.7,1739.6,0.65935
2399.7,1753.3,0.65579
2399.7,1767.1,0.65174
2399.7,1780.8,0.6477
2399.7,1794.6,0.64365
2399.7,1808.3,0.6397
2399.7,1822.0,0.63583
2399.7,1835.8,0.63195
2399.7,1849.5,0.62808
2399.7,1863.3,0.62233
2399.7,1877.0,0.61651
2399.7,1890.8,0.61069
2399.7,1904.5,0.6042
2399.7,1918.3,0.59651
2399.7,1932.0,0.58882
2399.7,1945.7,0.58113
2399.7,1959.5,0.57366
2399.7,1973.2,0.5665
2399.7,1987.0,0.55933
2399.7,2000.7,0.55187
2399.7,2014.5,0.53909
2399.7,2028.2,0.52631
2399.7,2041.9,0.51354
2399.7,2055.7,0.49914
2399.7,2069.4,0.483
2399.7,2083.2,0.46687
2399.7,2096.9,0.45074
2399.7,2110.7,0.42915
2399.7,2124.4,0.4062
2399.7,2138.2,0.38325
2399.7,2151.9,0.35909
2399.7,2165.6,0.32735
2399.7,2179.4,0.29561
2399.7,2193.1,0.26388
2413.5,7.8719,0.71634
2413.5,21.616,0.71695
2413.5,35.359,0.71757
2413.5,49.103,0.71818
2413.5,62.847,0.7188
2413.5,76.591,0.71935
2413.5,90.334,0.71969
2413.5,104.08,0.71984
2413.5,117.82,0.71952
2413.5,131.57,0.71919
2413.5,145.31,0.71887
2413.5,159.05,0.71854
2413.5,172.8,0.71822
2413.5,186.54,0.71786
2413.5,200.28,0.71751
2413.5,214.03,0.71722
2413.5,227.77,0.71693
2413.5,241.52,0.71664
2413.5,255.26,0.71636
2413.5,269.0,0.71607
2413.5,282.75,0.7164
2413.5,296.49,0.71699
2413.5,310.23,0.71719
2413.5,323.98,0.71725
2413.5,337.72,0.71731
2413.5,351.47,0.71738
2413.5,365.21,0.71744
2413.5,378.95,0.71732
2413.5,392.7,0.71694
2413.5,406.44,0.71649
2413.5,420.18,0.71595
2413.5,433.93,0.71569
2413.5,447.67,0.71571
2413.5,461.42,0.71572
2413.5,475.16,0.71574
2413.5,488.9,0.71575
2413.5,502.65,0.71575
2413.5,516.39,0.71567
2413.5,530.13,0.71558
2413.5,543.88,0.7155
2413.5,557.62,0.71542
2413.5,571.37,0.71533
2413.5,585.11,0.71579
2413.5,598.85,0.71632
2413.5,612.6,0.71623
2413.5,626.34,0.71609
2413.5,640.08,0.7149
2413.5,653.83,0.71365
2413.5,667.57,0.7124
2413.5,681.32,0.71116
2413.5,695.06,0.70991
2413.5,708.8,0.71042
2413.5,722.55,0.71191
2413.5,736.29,0.7134
2413.5,750.03,0.71489
2413.5,763.78,0.71638
2413.5,777.52,0.71736
2413.5,791.27,0.71729
2413.5,805.01,0.71676
2413.5,818.75,0.71544
2413.5,832.5,0.71412
2413.5,846.24,0.7128
2413.5,859.98,0.71148
2413.5,873.73,0.7102
2413.5,887.47,0.70984
2413.5,901.22,0.70957
2413.5,914.96,0.71033
2413.5,928.7,0.7111
2413.5,942.45,0.71186
2413.5,956.19,0.71262
2413.5,969.93,0.71339
2413.5,983.68,0.71335
2413.5,997.42,0.71308
2413.5,1011.2,0.71235
2413.5,1024.9,0.71152
2413.5,1038.7,0.71069
2413.5,1052.4,0.70985
2413.5,1066.1,0.70902
2413.5,1079.9,0.70873
2413.5,1093.6,0.70899
2413.5,1107.4,0.7091
2413.5,1121.1,0.70909
2413.5,1134.9,0.709
2413.5,1148.6,0.70885
2413.5,1162.3,0.7087
2413.5,1176.1,0.70855
2413.5,1189.8,0.7084
2413.5,1203.6,0.70807
2413.5,1217.3,0.70723
2413.5,1231.1,0.7064
2413.5,1244.8,0.70556
2413.5,1258.6,0.70473
2413.5,1272.3,0.70389
2413.5,1286.0,0.70249
2413.5,1299.8,0.70106
2413.5,1313.5,0.70064
2413.5,1327.3,0.70021
2413.5,1341.0,0.6989
2413.5,1354.8,0.69759
2413.5,1368.5,0.69627
2413.5,1382.2,0.69496
2413.5,1396.0,0.69365
2413.5,1409.7,0.69277
2413.5,1423.5,0.69205
2413.5,1437.2,0.69134
2413.5,1451.0,0.69063
2413.5,1464.7,0.68992
2413.5,1478.5,0.6889
2413.5,1492.2,0.68741
2413.5,1505.9,0.68611
2413.5,1519.7,0.68505
2413.5,1533.4,0.684
2413.5,1547.2,0.68295
2413.5,1560.9,0.68189
2413.5,1574.7,0.68104
2413.5,1588.4,0.68173
2413.5,1602.1,0.68213
2413.5,1615.9,0.68096
2413.5,1629.6,0.67979
2413.5,1643.4,0.67861
2413.5,1657.1,0.67744
2413.5,1670.9,0.67627
2413.5,1684.6,0.67352
2413.5,1698.4,0.67048
2413.5,1712.1,0.66715
2413.5,1725.8,0.66378
2413.5,1739.6,0.66083
2413.5,1753.3,0.6587
2413.5,1767.1,0.65461
2413.5,1780.8,0.65056
2413.5,1794.6,0.64652
2413.5,1808.3,0.64258
2413.5,1822.0,0.6387
2413.5,1835.8,0.63483
2413.5,1849.5,0.63263
2413.5,1863.3,0.6294
2413.5,1877.0,0.62362
2413.5,1890.8,0.61781
2413.5,1904.5,0.61137
2413.5,1918.3,0.60368
2413.5,1932.0,0.59599
2413.5,1945.7,0.58973
2413.5,1959.5,0.58306
2413.5,1973.2,0.57589
2413.5,1987.0,0.56868
2413.5,2000.7,0.55971
2413.5,2014.5,0.54693
2413.5,2028.2,0.53415
2413.5,2041.9,0.52328
2413.5,2055.7,0.51195
2413.5,2069.4,0.49581
2413.5,2083.2,0.47968
2413.5,2096.9,0.46722
2413.5,2110.7,0.44689
2413.5,2124.4,0.42393
2413.5,2138.2,0.40154
2413.5,2151.9,0.38142
2413.5,2165.6,0.34968
2413.5,2179.4,0.31794
2413.5,2193.1,0.29074
2427.3,7.8719,0.71673
2427.3,21.616,0.71734
2427.3,35.359,0.71795
2427.3,49.103,0.71851
2427.3,62.847,0.71886
2427.3,76.591,0.7192
2427.3,90.334,0.71955
2427.3,104.08,0.7197
2427.3,117.82,0.71938
2427.3,131.57,0.71905
2427.3,145.31,0.71873
2427.3,159.05,0.71837
2427.3,172.8,0.71802
2427.3,186.54,0.71767
2427.3,200.28,0.71731
2427.3,214.03,0.71703
2427.3,227.77,0.71674
2427.3,241.52,0.71645
2427.3,255.26,0.71679
2427.3,269.0,0.71738
2427.3,282.75,0.71797
2427.3,296.49,0.71856
2427.3,310.23,0.71876
2427.3,323.98,0.71882
2427.3,337.72,0.71888
2427.3,351.47,0.71875
2427.3,365.21,0.71838
2427.3,378.95,0.71801
2427.3,392.7,0.71764
2427.3,406.44,0.71718
2427.3,420.18,0.71664
2427.3,433.93,0.7161
2427.3,447.67,0.71556
2427.3,461.42,0.71529
2427.3,475.16,0.71531
2427.3,488.9,0.71533
2427.3,502.65,0.71532
2427.3,516.39,0.71524
2427.3,530.13,0.71516
2427.3,543.88,0.71507
2427.3,557.62,0.71554
2427.3,571.37,0.71607
2427.3,585.11,0.7166
2427.3,598.85,0.71713
2427.3,612.6,0.71704
2427.3,626.34,0.7169
2427.3,640.08,0.71675
2427.3,653.83,0.71661
2427.3,667.57,0.71543
2427.3,681.32,0.71418
2427.3,695.06,0.71294
2427.3,708.8,0.71344
2427.3,722.55,0.71493
2427.3,736.29,0.71642
2427.3,750.03,0.71739
2427.3,763.78,0.71731
2427.3,777.52,0.71723
2427.3,791.27,0.71716
2427.3,805.01,0.71663
2427.3,818.75,0.71531
2427.3,832.5,0.71399
2427.3,846.24,0.71273
2427.3,859.98,0.71236
2427.3,873.73,0.712
2427.3,887.47,0.71163
2427.3,901.22,0.71136
2427.3,914.96,0.71213
2427.3,928.7,0.71289
2427.3,942.45,0.71365
2427.3,956.19,0.7136
2427.3,969.93,0.71333
2427.3,983.68,0.71306
2427.3,997.42,0.71279
2427.3,1011.2,0.71207
2427.3,1024.9,0.71123
2427.3,1038.7,0.7104
2427.3,1052.4,0.71012
2427.3,1066.1,0.71038
2427.3,1079.9,0.71064
2427.3,1093.6,0.7109
2427.3,1107.4,0.71101
2427.3,1121.1,0.711
2427.3,1134.9,0.71099
2427.3,1148.6,0.71097
2427.3,1162.3,0.71088
2427.3,1176.1,0.71073
2427.3,1189.8,0.71058
2427.3,1203.6,0.71025
2427.3,1217.3,0.70942
2427.3,1231.1,0.70858
2427.3,1244.8,0.70775
2427.3,1258.6,0.70634
2427.3,1272.3,0.70491
2427.3,1286.0,0.70348
2427.3,1299.8,0.70205
2427.3,1313.5,0.70162
2427.3,1327.3,0.70121
