#: table_doi: 10.17182/hepdata.79165.v2/t3
#: name: Acceptance 2
#: description: Signal acceptance (in %) in the ( M(SBOTTOM), M(NEUTRALINO) ) mass plane for the symmetric decay of the sbottom into bottom quark and neutralino, for the b0L-SRA450 signal region.
#: data_file: data2.yaml
#: data_license:   
#: keyword reactions: P P --> SBOTTOM SBOTTOMBAR X
#: keyword observables: Acceptance
#: keyword phrases: Proton-Proton Scattering | Supersymmetry | SUSY
#: keyword cmenergies: 13000.0
#: RE,P P --> SBOTTOM SBOTTOMBAR X
#: SQRT(S) [GEV],13000.0
M(SBOTTOM) [GEV],M(NEUTRALINO) [GEV],ACCEPTANCE [PCT]
500.0,300.0,0.0
500.0,350.0,0.0
500.0,400.0,0.0
500.0,450.0,0.0
500.0,480.0,0.0
500.0,495.0,0.0
550.0,1.0,2.67
550.0,100.0,1.51
550.0,200.0,0.46
550.0,250.0,0.06
550.0,300.0,0.01
550.0,350.0,0.01
550.0,400.0,0.0
550.0,450.0,0.0
550.0,500.0,0.0
550.0,530.0,0.0
550.0,545.0,0.0
600.0,1.0,4.59
600.0,100.0,3.71
600.0,150.0,3.07
600.0,200.0,1.96
600.0,300.0,0.13
600.0,350.0,0.03
600.0,400.0,0.01
600.0,450.0,0.0
600.0,500.0,0.0
600.0,550.0,0.0
600.0,580.0,0.0
600.0,595.0,0.0
650.0,1.0,7.04
650.0,100.0,6.16
650.0,150.0,5.49
650.0,200.0,4.2
650.0,250.0,2.64
650.0,300.0,1.22
650.0,350.0,0.25
650.0,400.0,0.03
650.0,450.0,0.01
650.0,500.0,0.01
650.0,550.0,0.01
650.0,600.0,0.0
700.0,1.0,9.69
700.0,100.0,8.39
700.0,150.0,7.62
700.0,200.0,6.25
700.0,250.0,5.07
700.0,300.0,3.56
700.0,350.0,1.59
700.0,400.0,0.36
700.0,450.0,0.05
700.0,500.0,0.02
700.0,550.0,0.0
700.0,600.0,0.0
750.0,1.0,12.5
750.0,100.0,10.32
750.0,150.0,10.02
750.0,200.0,8.94
750.0,250.0,8.24
750.0,300.0,6.12
750.0,350.0,3.65
750.0,400.0,1.81
750.0,450.0,0.39
750.0,500.0,0.04
750.0,550.0,0.01
750.0,600.0,0.01
800.0,1.0,13.63
800.0,100.0,11.95
800.0,200.0,10.68
800.0,250.0,10.46
800.0,300.0,8.88
800.0,350.0,6.57
800.0,400.0,4.38
800.0,450.0,2.11
800.0,50.0,13.98
800.0,500.0,0.5
800.0,550.0,0.04
800.0,600.0,0.0
850.0,1.0,15.61
850.0,100.0,15.13
850.0,200.0,13.28
850.0,250.0,12.52
850.0,300.0,11.01
850.0,350.0,9.8
850.0,400.0,6.78
850.0,450.0,5.12
850.0,50.0,15.29
850.0,500.0,2.61
850.0,550.0,0.62
850.0,600.0,0.13
900.0,1.0,16.27
900.0,100.0,16.18
900.0,150.0,16.74
900.0,200.0,15.98
900.0,250.0,14.32
900.0,300.0,13.18
900.0,350.0,12.73
900.0,400.0,9.58
900.0,450.0,8.38
900.0,50.0,17.02
900.0,500.0,5.9
900.0,550.0,2.66
900.0,600.0,0.65
950.0,1.0,17.75
950.0,100.0,17.79
950.0,150.0,18.73
950.0,200.0,16.15
950.0,250.0,16.44
950.0,300.0,15.7
950.0,350.0,14.05
950.0,400.0,13.51
950.0,450.0,11.09
950.0,50.0,18.45
950.0,500.0,6.72
950.0,550.0,5.51

