#: table_doi: 10.17182/hepdata.85726.v1/t39
#: name: Acceptance 1lbb SR1Lbb-Low
#: description: Acceptance for $1lb\bar{b}$ SR1Lbb-Low signal region. Note that the acceptance is relative to the total chargino-neutralino production cross section.
#: data_file: 1Lbb_Acc_SR1.yaml
#: data_license:   
#: keyword reactions: P P --> CHARGINO1 NEUTRALINO2 X
#: keyword observables: 
#: keyword cmenergies: 13000.0
#: keyword phrases: Electroweak | Acceptance | Leptonic | Chargino | Neutralino | Proton-Proton | Scattering
#: SQRT(S) [GEV],13000.0
M(CHARGINO1/NEUTRALINO2) [GEV],M(NEUTRALINO1) [GEV],Acceptance
350.0,0.0,0.00123600254927
350.0,25.0,0.000890025787317
350.0,50.0,0.000965597127805
350.0,75.0,0.000946367411707
350.0,100.0,0.000826735706341
375.0,0.0,0.00093210840878
375.0,25.0,0.00112383035122
375.0,50.0,0.0010327441522
375.0,75.0,0.00114053231415
400.0,0.0,0.00129773426927
400.0,25.0,0.00115016206829
400.0,50.0,0.00114505385268
425.0,0.0,0.00128302609171
425.0,25.0,0.0013402775239
450.0,0.0,0.00136744800585
400.0,75.0,0.00129328377366
425.0,50.0,0.00136975117171
425.0,75.0,0.00124444749073
450.0,25.0,0.00137608545073
450.0,50.0,0.00145528914732
475.0,0.0,0.00145214721659
475.0,25.0,0.00150869738634
500.0,0.0,0.00147163589561
275.0,100.0,0.0003816993456
375.0,100.0,0.000915649596
400.0,100.0,0.00098968068
425.0,100.0,0.0012024756504
450.0,100.0,0.001336665564
475.0,100.0,0.0012617756856
450.0,75.0,0.0014475533976
475.0,75.0,0.0015068628288
500.0,75.0,0.001612438164
475.0,50.0,0.0014521499208
500.0,50.0,0.0014957623944
525.0,50.0,0.0015566146488
500.0,25.0,0.0016855972992
525.0,25.0,0.0015170518512
550.0,25.0,0.0015678992448
575.0,25.0,0.0018161547192
525.0,0.0,0.0015450801192
550.0,0.0,0.0014645507616
575.0,0.0,0.0016070786856
600.0,0.0,0.0015102078048
275.0,145.0,0.00013165224192
275.0,125.0,0.0002280108528
300.0,125.0,0.0003839506272
325.0,125.0,0.000521252496
350.0,125.0,0.0008870913936
375.0,125.0,0.0008309784816
400.0,125.0,0.0010716720552
425.0,125.0,0.001104584364
450.0,125.0,0.0014676213744
300.0,170.0,0.0001335528648
300.0,150.0,0.00018773640216
325.0,150.0,0.0004541349888
350.0,150.0,0.0005331797784
375.0,150.0,0.0007883732592
400.0,150.0,0.0009880420176
425.0,150.0,0.0009312319224
450.0,150.0,0.001067160096
325.0,190.0,0.00012905913384
325.0,175.0,0.0002584764432
350.0,175.0,0.0004254565176
375.0,175.0,0.0005047662744
400.0,175.0,0.0008419680432
425.0,175.0,0.0008943826896
450.0,175.0,0.0009311041368
350.0,200.0,0.0002075520024
375.0,200.0,0.0003892819176
400.0,200.0,0.000503371908
425.0,200.0,0.0005363349552
450.0,200.0,0.0007808865264
500.0,100.0,0.001428041664
500.0,125.0,0.0014110142328
500.0,150.0,0.0013896345744
475.0,150.0,0.0015431821272
475.0,125.0,0.0010465847352
525.0,75.0,0.0017289429264
525.0,100.0,0.001632235536
525.0,125.0,0.001429197372
550.0,50.0,0.001709517636
550.0,75.0,0.0018061949592
550.0,100.0,0.001648922832
550.0,125.0,0.0017186937696
575.0,50.0,0.00145774242
575.0,75.0,0.0018565424856
575.0,100.0,0.0016829852112
575.0,125.0,0.0014225055408
600.0,15.0,0.0017169836976
600.0,50.0,0.0016619607216
600.0,75.0,0.0017629977888
600.0,100.0,0.002007680904
600.0,125.0,0.002002118472
625.0,0.0,0.002337781176
625.0,25.0,0.0017049812472
625.0,50.0,0.0018631854576
625.0,75.0,0.0012003277248
625.0,100.0,0.0020173212
650.0,0.0,0.002033501112
650.0,25.0,0.0017795009232
650.0,50.0,0.0016475002776
650.0,75.0,0.0016942416192
650.0,100.0,0.002174065272
675.0,0.0,0.0018582506784
675.0,25.0,0.001951943832
675.0,50.0,0.0015643475568
675.0,75.0,0.001883578536
675.0,100.0,0.001646808732
700.0,0.0,0.002236511088
700.0,25.0,0.0018405655272
700.0,50.0,0.0015652476936
750.0,0.0,0.001783774224
750.0,25.0,0.0015280639632
750.0,50.0,0.0016534460664
800.0,0.0,0.0017210314944
800.0,25.0,0.001608209964
800.0,50.0,0.0017153412768
375.0,225.0,0.00015049516824
400.0,225.0,0.0004053077352
400.0,250.0,0.0002807975808
425.0,225.0,0.0006160130352
425.0,250.0,0.0004022671896
450.0,225.0,0.0007145507664
450.0,250.0,0.0004851004464
475.0,175.0,0.0010761689808
475.0,200.0,0.0010749324672
475.0,225.0,0.0009002984112
475.0,250.0,0.0009391433544
500.0,175.0,0.0014560755696
500.0,200.0,0.0013844479824
500.0,225.0,0.0011589176736
500.0,250.0,0.0009830452248
525.0,150.0,0.0015110121024
525.0,175.0,0.0014828353776
525.0,200.0,0.0014755215312
525.0,225.0,0.0014272937424
525.0,250.0,0.001502157312
550.0,150.0,0.0015041943648
550.0,175.0,0.0016397260272
550.0,200.0,0.0014064195888
550.0,225.0,0.0011271103344
550.0,250.0,0.0015100537104
575.0,150.0,0.0015439206528
575.0,175.0,0.0017429711544
575.0,200.0,0.0017668482696
575.0,225.0,0.0018075329496
575.0,250.0,0.0016330379544
600.0,150.0,0.0018083222136
600.0,175.0,0.0015616960056
600.0,200.0,0.0016552876824
600.0,225.0,0.0016095272832
600.0,250.0,0.00150697746
625.0,125.0,0.001623553632
625.0,150.0,0.001722117672
625.0,175.0,0.001648124172
625.0,200.0,0.0012912528168
625.0,225.0,0.001289770128
625.0,250.0,0.00169851492
650.0,125.0,0.0015689234088
650.0,150.0,0.0017414377272
650.0,175.0,0.0015228022032
650.0,200.0,0.0017111111976
650.0,225.0,0.001507757328
650.0,250.0,0.0018247652136
675.0,125.0,0.001906241688
675.0,150.0,0.0016535137176
675.0,175.0,0.0014053052232
675.0,200.0,0.0016327767456
675.0,225.0,0.0018682386264
675.0,250.0,0.0016347311136
700.0,100.0,0.0016754364648
700.0,125.0,0.0017344508616
700.0,150.0,0.0015220711944
700.0,175.0,0.0016786442592
700.0,200.0,0.0015058104768
700.0,225.0,0.0018417926448
700.0,250.0,0.0016167358944
750.0,100.0,0.0015776278632
750.0,125.0,0.0015287536296
750.0,150.0,0.001715493492
750.0,175.0,0.0019656432
750.0,200.0,0.002152078632
750.0,225.0,0.001701784728
750.0,250.0,0.00157237362
800.0,100.0,0.0018385265952
800.0,125.0,0.001766288268
800.0,150.0,0.001466894124
800.0,175.0,0.0017310419928
800.0,200.0,0.0018337947696
800.0,225.0,0.0015812302896
800.0,250.0,0.0016609064904

