#: table_doi: 10.17182/hepdata.85726.v1/t43
#: name: Acceptance 1lbb SR1Lbb-High
#: description: Acceptance for $1lb\bar{b}$ SR1Lbb-High signal region. Note that the acceptance is relative to the total chargino-neutralino production cross section.
#: data_file: 1Lbb_Acc_SR3.yaml
#: data_license:   
#: keyword reactions: P P --> CHARGINO1 NEUTRALINO2 X
#: keyword observables: 
#: keyword cmenergies: 13000.0
#: keyword phrases: Electroweak | Acceptance | Leptonic | Chargino | Neutralino | Proton-Proton | Scattering
#: SQRT(S) [GEV],13000.0
M(CHARGINO1/NEUTRALINO2) [GEV],M(NEUTRALINO1) [GEV],Acceptance
250.0,100.0,4.63878228293e-05
262.5,12.5,0.000602737358049
262.5,37.5,0.000558126983415
262.5,62.5,0.000346650523902
262.5,87.5,0.000203218750537
275.0,0.0,0.000957628861463
275.0,25.0,0.0010409507561
275.0,50.0,0.000653065542439
275.0,75.0,0.000464955330732
287.5,12.5,0.00127968019902
287.5,37.5,0.00109899053561
287.5,62.5,0.00094991039122
300.0,0.0,0.00147767225268
300.0,25.0,0.00162364255024
300.0,50.0,0.00135277878732
300.0,100.0,0.00061624926439
300.0,75.0,0.000985424979512
312.5,12.5,0.00198583543317
312.5,37.5,0.00190632006439
325.0,0.0,0.00255028065366
325.0,25.0,0.0021287875522
325.0,50.0,0.00201884976878
325.0,75.0,0.00173241385463
325.0,100.0,0.00117441291512
337.5,12.5,0.00295293362927
350.0,0.0,0.00334380722927
350.0,25.0,0.00319984217561
350.0,50.0,0.00317612300488
350.0,75.0,0.00262414238049
350.0,100.0,0.0020225531678
375.0,0.0,0.00427657794146
375.0,25.0,0.00449089840976
375.0,50.0,0.00407254723902
375.0,75.0,0.00372404730732
400.0,0.0,0.0055712321561
400.0,25.0,0.00574152892683
400.0,50.0,0.00549778293659
425.0,0.0,0.00722992407805
425.0,25.0,0.00683052532683
450.0,0.0,0.00854589117073
400.0,75.0,0.0047625803122
425.0,50.0,0.00674715301463
425.0,75.0,0.00630192011707
450.0,25.0,0.00831653710244
450.0,50.0,0.00808874139512
475.0,0.0,0.00928817517073
475.0,25.0,0.0100260590927
500.0,0.0,0.0110804736293
275.0,100.0,0.0002274339384
375.0,100.0,0.002842308792
400.0,100.0,0.004174060248
425.0,100.0,0.005349067632
450.0,100.0,0.007000226712
475.0,100.0,0.00804964716
450.0,75.0,0.007392321792
475.0,75.0,0.008762972688
500.0,75.0,0.010224370152
475.0,50.0,0.008894854944
500.0,50.0,0.010241376912
525.0,50.0,0.011395901016
500.0,25.0,0.010934576208
525.0,25.0,0.012609262872
550.0,25.0,0.013027159368
575.0,25.0,0.014439096288
525.0,0.0,0.012561963408
550.0,0.0,0.013371015384
575.0,0.0,0.014010789024
600.0,0.0,0.01565260848
275.0,145.0,4.13442792e-05
275.0,125.0,6.26534676e-05
300.0,125.0,0.0002939651352
325.0,125.0,0.0007591460616
350.0,125.0,0.0014330328192
375.0,125.0,0.002405545128
400.0,125.0,0.003502622088
425.0,125.0,0.004465016784
450.0,125.0,0.006234697008
300.0,170.0,3.727900584e-05
300.0,150.0,5.440697424e-05
325.0,150.0,0.0003196274904
350.0,150.0,0.0008351333928
375.0,150.0,0.0016051205592
400.0,150.0,0.002843586648
425.0,150.0,0.003793465872
450.0,150.0,0.005233440456
325.0,190.0,7.372308312e-05
325.0,175.0,8.529162624e-05
350.0,175.0,0.000486985284
375.0,175.0,0.0010751485752
400.0,175.0,0.001956604248
425.0,175.0,0.003204242712
450.0,175.0,0.004328417736
350.0,200.0,9.2592882e-05
375.0,200.0,0.0004435438176
400.0,200.0,0.0011937787128
425.0,200.0,0.002352532896
450.0,200.0,0.003416817816
500.0,100.0,0.009447226992
500.0,125.0,0.00909645552
500.0,150.0,0.0080702244
475.0,150.0,0.00702792612
475.0,125.0,0.006935920488
525.0,75.0,0.012482003448
525.0,100.0,0.011079330984
525.0,125.0,0.010393422984
550.0,50.0,0.013054746024
550.0,75.0,0.0135720522
550.0,100.0,0.013924740456
550.0,125.0,0.011858578848
575.0,50.0,0.014985736776
575.0,75.0,0.013483673424
575.0,100.0,0.014176797552
575.0,125.0,0.013526030592
600.0,15.0,0.015720973776
600.0,50.0,0.015062802768
600.0,75.0,0.014833803456
600.0,100.0,0.015399141984
600.0,125.0,0.013670014896
625.0,0.0,0.016682823504
625.0,25.0,0.016472992032
625.0,50.0,0.01633428828
625.0,75.0,0.017633134944
625.0,100.0,0.015901640064
650.0,0.0,0.018329228208
650.0,25.0,0.0182935422
650.0,50.0,0.017401617504
650.0,75.0,0.018092223504
650.0,100.0,0.017692404912
675.0,0.0,0.01959216336
675.0,25.0,0.019459116
675.0,50.0,0.017964062064
675.0,75.0,0.018700125912
675.0,100.0,0.018320114088
700.0,0.0,0.01997382888
700.0,25.0,0.02027619216
700.0,50.0,0.02029404456
750.0,0.0,0.02251168848
750.0,25.0,0.02172411576
750.0,50.0,0.02117163096
800.0,0.0,0.02253874896
800.0,25.0,0.02352589272
800.0,50.0,0.02291477688
375.0,225.0,8.849303136e-05
400.0,225.0,0.000495949068
400.0,250.0,0.00015911900496
425.0,225.0,0.0012960391392
425.0,250.0,0.0006302254248
450.0,225.0,0.002457072792
450.0,250.0,0.0015604538544
475.0,175.0,0.005681404152
475.0,200.0,0.004252234968
475.0,225.0,0.004242726216
475.0,250.0,0.002412310248
500.0,175.0,0.00712085256
500.0,200.0,0.006448005
500.0,225.0,0.005450131008
500.0,250.0,0.003372525072
525.0,150.0,0.00991926324
525.0,175.0,0.010282437432
525.0,200.0,0.007971904656
525.0,225.0,0.006662590848
525.0,250.0,0.005271362712
550.0,150.0,0.011575909584
550.0,175.0,0.009901899432
550.0,200.0,0.008787120408
550.0,225.0,0.008201636856
550.0,250.0,0.0068618988
575.0,150.0,0.013203559872
575.0,175.0,0.0114974154
575.0,200.0,0.01076697036
575.0,225.0,0.009819815976
575.0,250.0,0.00865484352
600.0,150.0,0.013808699856
600.0,175.0,0.01438912836
600.0,200.0,0.012215514096
600.0,225.0,0.01153518732
600.0,250.0,0.010258590384
625.0,125.0,0.015369375456
625.0,150.0,0.01526361408
625.0,175.0,0.014049369
625.0,200.0,0.014318977824
625.0,225.0,0.012587952744
625.0,250.0,0.011123529768
650.0,125.0,0.017674195464
650.0,150.0,0.017347797216
650.0,175.0,0.016153264944
650.0,200.0,0.015670216584
650.0,225.0,0.014820517512
650.0,250.0,0.013127170392
675.0,125.0,0.01740580812
675.0,150.0,0.017935855272
675.0,175.0,0.016384763592
675.0,200.0,0.016495110216
675.0,225.0,0.016171286472
675.0,250.0,0.014706769536
700.0,100.0,0.02014521192
700.0,125.0,0.01903122216
700.0,150.0,0.018525754944
700.0,175.0,0.018460640664
700.0,200.0,0.017828139528
700.0,225.0,0.01743023772
700.0,250.0,0.015490208016
750.0,100.0,0.02190940488
750.0,125.0,0.02054379024
750.0,150.0,0.0212415372
750.0,175.0,0.02067533424
750.0,200.0,0.01980751968
750.0,225.0,0.01887693984
750.0,250.0,0.0192928068
800.0,100.0,0.02262575592
800.0,125.0,0.02204470728
800.0,150.0,0.02297528712
800.0,175.0,0.022061808
800.0,200.0,0.02167920288
800.0,225.0,0.0213270408
800.0,250.0,0.0217771092

