#: table_doi: 10.17182/hepdata.85726.v1/t40
#: name: Efficiency 1lbb SR1Lbb-Low
#: description: Efficiency for $1lb\bar{b}$ SR1Lbb-Low signal region. Note that the acceptance is relative to the total chargino-neutralino production cross section.
#: data_file: 1Lbb_Eff_SR1.yaml
#: data_license:   
#: keyword reactions: P P --> CHARGINO1 NEUTRALINO2 X
#: keyword observables: 
#: keyword cmenergies: 13000.0
#: keyword phrases: Electroweak | Efficiency | Leptonic | Chargino | Neutralino | Proton-Proton | Scattering
#: SQRT(S) [GEV],13000.0
M(CHARGINO1/NEUTRALINO2) [GEV],M(NEUTRALINO1) [GEV],Efficiency
525.0,200.0,0.362581777284
525.0,225.0,0.500985817938
525.0,250.0,0.583097413546
550.0,150.0,0.496845218169
550.0,175.0,0.470515352901
550.0,200.0,0.541577824764
550.0,225.0,0.435602211293
550.0,250.0,0.622470314039
575.0,150.0,0.406510678938
575.0,175.0,0.345051644515
575.0,200.0,0.347357408081
575.0,225.0,0.520701601819
575.0,250.0,0.436405300549
600.0,150.0,0.480635806328
600.0,175.0,0.479793496686
600.0,200.0,0.418215058946
600.0,225.0,0.462394463828
600.0,250.0,0.594417698155
625.0,125.0,0.42060962715
625.0,150.0,0.538952263533
625.0,175.0,0.468915135099
625.0,200.0,0.491784475992
625.0,225.0,0.564482628461
625.0,250.0,0.435943087661
650.0,125.0,0.563922871415
650.0,150.0,0.336831798502
650.0,175.0,0.510723530564
650.0,200.0,0.373016803859
650.0,225.0,0.562988093914
650.0,250.0,0.563548262513
675.0,125.0,0.470033573921
675.0,150.0,0.60702339948
675.0,175.0,0.425685327226
675.0,200.0,0.553833953976
675.0,225.0,0.373694110342
675.0,250.0,0.411456033768
700.0,100.0,0.477685422268
700.0,125.0,0.37464803403
700.0,150.0,0.542563467465
700.0,175.0,0.388715652474
700.0,200.0,0.276285773975
700.0,225.0,0.463618914403
700.0,250.0,0.511629079183
750.0,100.0,0.517610815249
750.0,125.0,0.680201411391
750.0,150.0,0.457369792366
750.0,175.0,0.39359013053
750.0,200.0,0.487438997742
750.0,225.0,0.496589690682
750.0,250.0,0.495909660346
800.0,100.0,0.404675474489
800.0,125.0,0.516137736364
800.0,150.0,0.38532487344
800.0,175.0,0.334931974681
800.0,200.0,0.520184531596
800.0,225.0,0.471305344173
800.0,250.0,0.334914457939

