#: table_doi: 10.17182/hepdata.90835.v1/t78
#: name: T2bb significance
#: description: The observed significance of the SMS models for T2bb as function of the bottom squark and LSP masses. 
#: data_file: t2bb_significance.yaml
#: keyword observables: SIGNIF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> SBOTTOM SBOTTOM | SBOTTOM --> BQ NEUTRALINO1
#: Significance,
M(SBOTTOM) [GeV],M(NEUTRALINO1) [GeV],Significance [s.d.]
1493.8,1845.8,0.0
1493.8,1862.2,0.0
1493.8,1878.6,0.0
1493.8,1895.0,0.0
1493.8,1911.4,0.0
1493.8,1927.8,0.0
1493.8,1944.2,0.0
1493.8,1960.6,0.0
1493.8,1977.0,0.0
1493.8,1993.4,0.0
1493.8,2009.8,0.0
1493.8,2026.2,0.0
1493.8,2042.6,0.0
1493.8,2059.0,0.0
1493.8,2075.4,0.0
1493.8,2091.8,0.0
1506.3,9.1992,-0.15202
1506.3,25.598,-0.15287
1506.3,41.996,-0.1525
1506.3,58.395,-0.15213
1506.3,74.793,-0.15177
1506.3,91.191,-0.1514
1506.3,107.59,-0.15113
1506.3,123.99,-0.15371
1506.3,140.39,-0.15745
1506.3,156.79,-0.1612
1506.3,173.18,-0.16494
1506.3,189.58,-0.16869
1506.3,205.98,-0.17507
1506.3,222.38,-0.1819
1506.3,238.78,-0.18598
1506.3,255.18,-0.19006
1506.3,271.57,-0.19414
1506.3,287.97,-0.19822
1506.3,304.37,-0.20114
1506.3,320.77,-0.19881
1506.3,337.17,-0.19447
1506.3,353.57,-0.19012
1506.3,369.96,-0.18578
1506.3,386.36,-0.18144
1506.3,402.76,-0.17674
1506.3,419.16,-0.17553
1506.3,435.56,-0.18198
1506.3,451.96,-0.18843
1506.3,468.36,-0.19488
1506.3,484.75,-0.20133
1506.3,501.15,-0.20852
1506.3,517.55,-0.22175
1506.3,533.95,-0.22684
1506.3,550.35,-0.23193
1506.3,566.75,-0.23702
1506.3,583.14,-0.2421
1506.3,599.54,-0.24719
1506.3,615.94,-0.25897
1506.3,632.34,-0.28625
1506.3,648.74,-0.31354
1506.3,665.14,-0.34082
1506.3,681.54,-0.36811
1506.3,697.93,-0.3954
1506.3,714.33,-0.42357
1506.3,730.73,-0.45187
1506.3,747.13,-0.48017
1506.3,763.53,-0.50847
1506.3,779.93,-0.53677
1506.3,796.32,-0.56005
1506.3,812.72,-0.58312
1506.3,829.12,-0.60738
1506.3,845.52,-0.6338
1506.3,861.92,-0.68094
1506.3,878.32,-0.72913
1506.3,894.71,-0.77687
1506.3,911.11,-0.84407
1506.3,927.51,-0.92394
1506.3,943.91,-1.0034
1506.3,960.31,-1.0422
1506.3,976.71,-1.0797
1506.3,993.11,-1.1171
1506.3,1009.5,-1.1294
1506.3,1025.9,-1.1127
1506.3,1042.3,-1.0959
1506.3,1058.7,-1.0983
1506.3,1075.1,-1.0895
1506.3,1091.5,-1.0808
1506.3,1107.9,-1.0484
1506.3,1124.3,-0.99068
1506.3,1140.7,-0.93294
1506.3,1157.1,-0.90236
1506.3,1173.5,-0.86537
1506.3,1189.9,-0.82839
1506.3,1206.3,-0.78966
1506.3,1222.7,-0.74812
1506.3,1239.1,-0.70659
1506.3,1255.5,-0.6429
1506.3,1271.9,-0.57151
1506.3,1288.3,-0.50012
1506.3,1304.7,-0.45655
1506.3,1321.1,-0.42473
1506.3,1337.5,-0.3929
1506.3,1353.9,-0.34908
1506.3,1370.3,-0.34266
1506.3,1386.7,-0.26162
1506.3,1403.1,-0.21848
1506.3,1419.5,-0.27653
1506.3,1435.9,-0.26702
1506.3,1452.3,-0.24859
1506.3,1468.7,-0.26076
1506.3,1485.1,0.0
1506.3,1501.5,0.0
1506.3,1517.9,0.0
1506.3,1534.3,0.0
1506.3,1550.7,0.0
1506.3,1567.1,0.0
1506.3,1583.4,0.0
1506.3,1599.8,0.0
1506.3,1616.2,0.0
1506.3,1632.6,0.0
1506.3,1649.0,0.0
1506.3,1665.4,0.0
1506.3,1681.8,0.0
1506.3,1698.2,0.0
1506.3,1714.6,0.0
1506.3,1731.0,0.0
1506.3,1747.4,0.0
1506.3,1763.8,0.0
1506.3,1780.2,0.0
1506.3,1796.6,0.0
1506.3,1813.0,0.0
1506.3,1829.4,0.0
1506.3,1845.8,0.0
1506.3,1862.2,0.0
1506.3,1878.6,0.0
1506.3,1895.0,0.0
1506.3,1911.4,0.0
1506.3,1927.8,0.0
1506.3,1944.2,0.0
1506.3,1960.6,0.0
1506.3,1977.0,0.0
1506.3,1993.4,0.0
1506.3,2009.8,0.0
1506.3,2026.2,0.0
1506.3,2042.6,0.0
1506.3,2059.0,0.0
1506.3,2075.4,0.0
1506.3,2091.8,0.0
1518.8,9.1992,-0.13896
1518.8,25.598,-0.14339
1518.8,41.996,-0.14669
1518.8,58.395,-0.14632
1518.8,74.793,-0.14595
1518.8,91.191,-0.14558
1518.8,107.59,-0.14531
1518.8,123.99,-0.14516
1518.8,140.39,-0.1457
1518.8,156.79,-0.14945
1518.8,173.18,-0.15319
1518.8,189.58,-0.15693
1518.8,205.98,-0.16332
1518.8,222.38,-0.17431
1518.8,238.78,-0.18476
1518.8,255.18,-0.18884
1518.8,271.57,-0.19292
1518.8,287.97,-0.197
1518.8,304.37,-0.19992
1518.8,320.77,-0.19965
1518.8,337.17,-0.19938
1518.8,353.57,-0.19512
1518.8,369.96,-0.19078
1518.8,386.36,-0.18643
1518.8,402.76,-0.18174
1518.8,419.16,-0.1753
1518.8,435.56,-0.16886
1518.8,451.96,-0.17378
1518.8,468.36,-0.18023
1518.8,484.75,-0.18668
1518.8,501.15,-0.19386
1518.8,517.55,-0.21073
1518.8,533.95,-0.2276
1518.8,550.35,-0.23524
1518.8,566.75,-0.24033
1518.8,583.14,-0.24541
1518.8,599.54,-0.2505
1518.8,615.94,-0.25818
1518.8,632.34,-0.26594
1518.8,648.74,-0.28708
1518.8,665.14,-0.31436
1518.8,681.54,-0.34165
1518.8,697.93,-0.36893
1518.8,714.33,-0.3971
1518.8,730.73,-0.4254
1518.8,747.13,-0.45371
1518.8,763.53,-0.48142
1518.8,779.93,-0.5004
1518.8,796.32,-0.51938
1518.8,812.72,-0.54245
1518.8,829.12,-0.5667
1518.8,845.52,-0.60845
1518.8,861.92,-0.65559
1518.8,878.32,-0.70378
1518.8,894.71,-0.74573
1518.8,911.11,-0.81294
1518.8,927.51,-0.8928
1518.8,943.91,-0.94276
1518.8,960.31,-0.98156
1518.8,976.71,-1.019
1518.8,993.11,-1.0685
1518.8,1009.5,-1.0815
1518.8,1025.9,-1.0647
1518.8,1042.3,-1.0791
1518.8,1058.7,-1.0846
1518.8,1075.1,-1.0715
1518.8,1091.5,-1.0628
1518.8,1107.9,-1.0304
1518.8,1124.3,-0.97267
1518.8,1140.7,-0.92819
1518.8,1157.1,-0.90317
1518.8,1173.5,-0.88374
1518.8,1189.9,-0.84676
1518.8,1206.3,-0.80803
1518.8,1222.7,-0.7665
1518.8,1239.1,-0.7097
1518.8,1255.5,-0.63691
1518.8,1271.9,-0.56552
1518.8,1288.3,-0.51273
1518.8,1304.7,-0.48365
1518.8,1321.1,-0.45182
1518.8,1337.5,-0.41901
1518.8,1353.9,-0.37419
1518.8,1370.3,-0.30355
1518.8,1386.7,-0.25483
1518.8,1403.1,-0.25394
1518.8,1419.5,-0.32833
1518.8,1435.9,-0.3098
1518.8,1452.3,-0.27592
1518.8,1468.7,-0.19922
1518.8,1485.1,-0.19323
1518.8,1501.5,0.0
1518.8,1517.9,0.0
1518.8,1534.3,0.0
1518.8,1550.7,0.0
1518.8,1567.1,0.0
1518.8,1583.4,0.0
1518.8,1599.8,0.0
1518.8,1616.2,0.0
1518.8,1632.6,0.0
1518.8,1649.0,0.0
1518.8,1665.4,0.0
1518.8,1681.8,0.0
1518.8,1698.2,0.0
1518.8,1714.6,0.0
1518.8,1731.0,0.0
1518.8,1747.4,0.0
1518.8,1763.8,0.0
1518.8,1780.2,0.0
1518.8,1796.6,0.0
1518.8,1813.0,0.0
1518.8,1829.4,0.0
1518.8,1845.8,0.0
1518.8,1862.2,0.0
1518.8,1878.6,0.0
1518.8,1895.0,0.0
1518.8,1911.4,0.0
1518.8,1927.8,0.0
1518.8,1944.2,0.0
1518.8,1960.6,0.0
1518.8,1977.0,0.0
1518.8,1993.4,0.0
1518.8,2009.8,0.0
1518.8,2026.2,0.0
1518.8,2042.6,0.0
1518.8,2059.0,0.0
1518.8,2075.4,0.0
1518.8,2091.8,0.0
1531.3,9.1992,-0.12591
1531.3,25.598,-0.13034
1531.3,41.996,-0.13476
1531.3,58.395,-0.13919
1531.3,74.793,-0.14013
1531.3,91.191,-0.13976
1531.3,107.59,-0.1395
1531.3,123.99,-0.13935
1531.3,140.39,-0.1392
1531.3,156.79,-0.13905
1531.3,173.18,-0.14144
1531.3,189.58,-0.14518
1531.3,205.98,-0.15157
1531.3,222.38,-0.16256
1531.3,238.78,-0.17355
1531.3,255.18,-0.18454
1531.3,271.57,-0.1917
1531.3,287.97,-0.19578
1531.3,304.37,-0.1987
1531.3,320.77,-0.19844
1531.3,337.17,-0.19817
1531.3,353.57,-0.1979
1531.3,369.96,-0.19577
1531.3,386.36,-0.19143
1531.3,402.76,-0.18673
1531.3,419.16,-0.1803
1531.3,435.56,-0.17386
1531.3,451.96,-0.16742
1531.3,468.36,-0.16558
1531.3,484.75,-0.17203
1531.3,501.15,-0.17921
1531.3,517.55,-0.19608
1531.3,533.95,-0.21295
1531.3,550.35,-0.22982
1531.3,566.75,-0.24364
1531.3,583.14,-0.24872
1531.3,599.54,-0.25381
1531.3,615.94,-0.26149
1531.3,632.34,-0.26925
1531.3,648.74,-0.277
1531.3,665.14,-0.2879
1531.3,681.54,-0.31518
1531.3,697.93,-0.34247
1531.3,714.33,-0.37064
1531.3,730.73,-0.39894
1531.3,747.13,-0.42177
1531.3,763.53,-0.44075
1531.3,779.93,-0.45972
1531.3,796.32,-0.4787
1531.3,812.72,-0.50177
1531.3,829.12,-0.53874
1531.3,845.52,-0.5831
1531.3,861.92,-0.63024
1531.3,878.32,-0.674
1531.3,894.71,-0.71459
1531.3,911.11,-0.7818
1531.3,927.51,-0.84097
1531.3,943.91,-0.88209
1531.3,960.31,-0.92089
1531.3,976.71,-0.96641
1531.3,993.11,-1.0205
1531.3,1009.5,-1.0335
1531.3,1025.9,-1.0369
1531.3,1042.3,-1.0663
1531.3,1058.7,-1.0718
1531.3,1075.1,-1.0561
1531.3,1091.5,-1.0448
1531.3,1107.9,-1.0124
1531.3,1124.3,-0.96245
1531.3,1140.7,-0.92774
1531.3,1157.1,-0.90272
1531.3,1173.5,-0.89043
1531.3,1189.9,-0.86513
1531.3,1206.3,-0.8264
1531.3,1222.7,-0.7772
1531.3,1239.1,-0.70371
1531.3,1255.5,-0.63092
1531.3,1271.9,-0.56781
1531.3,1288.3,-0.53983
1531.3,1304.7,-0.51075
1531.3,1321.1,-0.47855
1531.3,1337.5,-0.44412
1531.3,1353.9,-0.3993
1531.3,1370.3,-0.32665
1531.3,1386.7,-0.30989
1531.3,1403.1,-0.27049
1531.3,1419.5,-0.30585
1531.3,1435.9,-0.29455
1531.3,1452.3,-0.26928
1531.3,1468.7,-0.16402
1531.3,1485.1,-0.19682
1531.3,1501.5,-0.22037
1531.3,1517.9,0.0
1531.3,1534.3,0.0
1531.3,1550.7,0.0
1531.3,1567.1,0.0
1531.3,1583.4,0.0
1531.3,1599.8,0.0
1531.3,1616.2,0.0
1531.3,1632.6,0.0
1531.3,1649.0,0.0
1531.3,1665.4,0.0
1531.3,1681.8,0.0
1531.3,1698.2,0.0
1531.3,1714.6,0.0
1531.3,1731.0,0.0
1531.3,1747.4,0.0
1531.3,1763.8,0.0
1531.3,1780.2,0.0
1531.3,1796.6,0.0
1531.3,1813.0,0.0
1531.3,1829.4,0.0
1531.3,1845.8,0.0
1531.3,1862.2,0.0
1531.3,1878.6,0.0
1531.3,1895.0,0.0
1531.3,1911.4,0.0
1531.3,1927.8,0.0
1531.3,1944.2,0.0
1531.3,1960.6,0.0
1531.3,1977.0,0.0
1531.3,1993.4,0.0
1531.3,2009.8,0.0
1531.3,2026.2,0.0
1531.3,2042.6,0.0
1531.3,2059.0,0.0
1531.3,2075.4,0.0
1531.3,2091.8,0.0
1543.8,9.1992,-0.11286
1543.8,25.598,-0.11728
1543.8,41.996,-0.12171
1543.8,58.395,-0.12614
1543.8,74.793,-0.13056
1543.8,91.191,-0.13395
1543.8,107.59,-0.13368
1543.8,123.99,-0.13353
1543.8,140.39,-0.13338
1543.8,156.79,-0.13323
1543.8,173.18,-0.13308
1543.8,189.58,-0.13343
1543.8,205.98,-0.13982
1543.8,222.38,-0.15081
1543.8,238.78,-0.1618
1543.8,255.18,-0.17279
1543.8,271.57,-0.18378
1543.8,287.97,-0.19457
1543.8,304.37,-0.19749
1543.8,320.77,-0.19722
1543.8,337.17,-0.19695
1543.8,353.57,-0.19668
1543.8,369.96,-0.19641
1543.8,386.36,-0.19615
1543.8,402.76,-0.19173
1543.8,419.16,-0.18529
1543.8,435.56,-0.17885
1543.8,451.96,-0.17242
1543.8,468.36,-0.16598
1543.8,484.75,-0.15954
1543.8,501.15,-0.16456
1543.8,517.55,-0.18143
1543.8,533.95,-0.1983
1543.8,550.35,-0.21517
1543.8,566.75,-0.23204
1543.8,583.14,-0.24891
1543.8,599.54,-0.25712
1543.8,615.94,-0.2648
1543.8,632.34,-0.27256
1543.8,648.74,-0.28031
1543.8,665.14,-0.28807
1543.8,681.54,-0.29582
1543.8,697.93,-0.31601
1543.8,714.33,-0.34314
1543.8,730.73,-0.36211
1543.8,747.13,-0.38109
1543.8,763.53,-0.40007
1543.8,779.93,-0.41905
1543.8,796.32,-0.43802
1543.8,812.72,-0.46903
1543.8,829.12,-0.51339
1543.8,845.52,-0.55776
1543.8,861.92,-0.60227
1543.8,878.32,-0.64286
1543.8,894.71,-0.68346
1543.8,911.11,-0.73918
1543.8,927.51,-0.7803
1543.8,943.91,-0.82142
1543.8,960.31,-0.86435
1543.8,976.71,-0.91845
1543.8,993.11,-0.97255
1543.8,1009.5,-0.99474
1543.8,1025.9,-1.0242
1543.8,1042.3,-1.0536
1543.8,1058.7,-1.0591
1543.8,1075.1,-1.0434
1543.8,1091.5,-1.0277
1543.8,1107.9,-0.9967
1543.8,1124.3,-0.96199
1543.8,1140.7,-0.92728
1543.8,1157.1,-0.90227
1543.8,1173.5,-0.88997
1543.8,1189.9,-0.87768
1543.8,1206.3,-0.8447
1543.8,1222.7,-0.77121
1543.8,1239.1,-0.69772
1543.8,1255.5,-0.62493
1543.8,1271.9,-0.59491
1543.8,1288.3,-0.56692
1543.8,1304.7,-0.53784
1543.8,1321.1,-0.50366
1543.8,1337.5,-0.46924
1543.8,1353.9,-0.42442
1543.8,1370.3,-0.39941
1543.8,1386.7,-0.38347
1543.8,1403.1,-0.34515
1543.8,1419.5,-0.22357
1543.8,1435.9,-0.23961
1543.8,1452.3,-0.26108
1543.8,1468.7,-0.23284
1543.8,1485.1,-0.25055
1543.8,1501.5,-0.23836
1543.8,1517.9,-0.21235
1543.8,1534.3,0.0
1543.8,1550.7,0.0
1543.8,1567.1,0.0
1543.8,1583.4,0.0
1543.8,1599.8,0.0
1543.8,1616.2,0.0
1543.8,1632.6,0.0
1543.8,1649.0,0.0
1543.8,1665.4,0.0
1543.8,1681.8,0.0
1543.8,1698.2,0.0
1543.8,1714.6,0.0
1543.8,1731.0,0.0
1543.8,1747.4,0.0
1543.8,1763.8,0.0
1543.8,1780.2,0.0
1543.8,1796.6,0.0
1543.8,1813.0,0.0
1543.8,1829.4,0.0
1543.8,1845.8,0.0
1543.8,1862.2,0.0
1543.8,1878.6,0.0
1543.8,1895.0,0.0
1543.8,1911.4,0.0
1543.8,1927.8,0.0
1543.8,1944.2,0.0
1543.8,1960.6,0.0
1543.8,1977.0,0.0
1543.8,1993.4,0.0
1543.8,2009.8,0.0
1543.8,2026.2,0.0
1543.8,2042.6,0.0
1543.8,2059.0,0.0
1543.8,2075.4,0.0
1543.8,2091.8,0.0
1556.3,9.1992,-0.10762
1556.3,25.598,-0.11205
1556.3,41.996,-0.11648
1556.3,58.395,-0.1209
1556.3,74.793,-0.12533
1556.3,91.191,-0.12879
1556.3,107.59,-0.12872
1556.3,123.99,-0.12857
1556.3,140.39,-0.12842
1556.3,156.79,-0.12827
1556.3,173.18,-0.12812
1556.3,189.58,-0.12769
1556.3,205.98,-0.13021
1556.3,222.38,-0.1412
1556.3,238.78,-0.15219
1556.3,255.18,-0.16318
1556.3,271.57,-0.17417
1556.3,287.97,-0.18502
1556.3,304.37,-0.18941
1556.3,320.77,-0.18914
1556.3,337.17,-0.18887
1556.3,353.57,-0.18861
1556.3,369.96,-0.18834
1556.3,386.36,-0.18807
1556.3,402.76,-0.18674
1556.3,419.16,-0.1803
1556.3,435.56,-0.17386
1556.3,451.96,-0.16742
1556.3,468.36,-0.16098
1556.3,484.75,-0.15454
1556.3,501.15,-0.15941
1556.3,517.55,-0.17628
1556.3,533.95,-0.19315
1556.3,550.35,-0.21002
1556.3,566.75,-0.22688
1556.3,583.14,-0.24375
1556.3,599.54,-0.2496
1556.3,615.94,-0.25719
1556.3,632.34,-0.26495
1556.3,648.74,-0.2727
1556.3,665.14,-0.28046
1556.3,681.54,-0.28821
1556.3,697.93,-0.30456
1556.3,714.33,-0.32383
1556.3,730.73,-0.3428
1556.3,747.13,-0.36178
1556.3,763.53,-0.38076
1556.3,779.93,-0.39974
1556.3,796.32,-0.40713
1556.3,812.72,-0.44098
1556.3,829.12,-0.48534
1556.3,845.52,-0.52873
1556.3,861.92,-0.56588
1556.3,878.32,-0.60647
1556.3,894.71,-0.64707
1556.3,911.11,-0.68802
1556.3,927.51,-0.72914
1556.3,943.91,-0.77037
1556.3,960.31,-0.82352
1556.3,976.71,-0.87762
1556.3,993.11,-0.93172
1556.3,1009.5,-0.96848
1556.3,1025.9,-0.9979
1556.3,1042.3,-1.0273
1556.3,1058.7,-1.0285
1556.3,1075.1,-1.0128
1556.3,1091.5,-0.99708
1556.3,1107.9,-0.98349
1556.3,1124.3,-0.94878
1556.3,1140.7,-0.91407
1556.3,1157.1,-0.90349
1556.3,1173.5,-0.89119
1556.3,1189.9,-0.8789
1556.3,1206.3,-0.84051
1556.3,1222.7,-0.76702
1556.3,1239.1,-0.69352
1556.3,1255.5,-0.64462
1556.3,1271.9,-0.61664
1556.3,1288.3,-0.58865
1556.3,1304.7,-0.55656
1556.3,1321.1,-0.52213
1556.3,1337.5,-0.4877
1556.3,1353.9,-0.45258
1556.3,1370.3,-0.43664
1556.3,1386.7,-0.4207
1556.3,1403.1,-0.39173
1556.3,1419.5,-0.28461
1556.3,1435.9,-0.26819
1556.3,1452.3,-0.26385
1556.3,1468.7,-0.26037
1556.3,1485.1,-0.24873
1556.3,1501.5,-0.23947
1556.3,1517.9,-0.21345
1556.3,1534.3,0.0
1556.3,1550.7,0.0
1556.3,1567.1,0.0
1556.3,1583.4,0.0
1556.3,1599.8,0.0
1556.3,1616.2,0.0
1556.3,1632.6,0.0
1556.3,1649.0,0.0
1556.3,1665.4,0.0
1556.3,1681.8,0.0
1556.3,1698.2,0.0
1556.3,1714.6,0.0
1556.3,1731.0,0.0
1556.3,1747.4,0.0
1556.3,1763.8,0.0
1556.3,1780.2,0.0
1556.3,1796.6,0.0
1556.3,1813.0,0.0
1556.3,1829.4,0.0
1556.3,1845.8,0.0
1556.3,1862.2,0.0
1556.3,1878.6,0.0
1556.3,1895.0,0.0
1556.3,1911.4,0.0
1556.3,1927.8,0.0
1556.3,1944.2,0.0
1556.3,1960.6,0.0
1556.3,1977.0,0.0
1556.3,1993.4,0.0
1556.3,2009.8,0.0
1556.3,2026.2,0.0
1556.3,2042.6,0.0
1556.3,2059.0,0.0
1556.3,2075.4,0.0
1556.3,2091.8,0.0
1568.8,9.1992,-0.11021
1568.8,25.598,-0.11464
1568.8,41.996,-0.11907
1568.8,58.395,-0.12349
1568.8,74.793,-0.12469
1568.8,91.191,-0.12468
1568.8,107.59,-0.12461
1568.8,123.99,-0.12446
1568.8,140.39,-0.12431
1568.8,156.79,-0.12416
1568.8,173.18,-0.12259
1568.8,189.58,-0.12024
1568.8,205.98,-0.12276
1568.8,222.38,-0.13375
1568.8,238.78,-0.14474
1568.8,255.18,-0.15573
1568.8,271.57,-0.16401
1568.8,287.97,-0.17008
1568.8,304.37,-0.17447
1568.8,320.77,-0.1742
1568.8,337.17,-0.17393
1568.8,353.57,-0.17367
1568.8,369.96,-0.17338
1568.8,386.36,-0.17308
1568.8,402.76,-0.17175
1568.8,419.16,-0.16531
1568.8,435.56,-0.15887
1568.8,451.96,-0.15243
1568.8,468.36,-0.15052
1568.8,484.75,-0.15677
1568.8,501.15,-0.16376
1568.8,517.55,-0.18063
1568.8,533.95,-0.19749
1568.8,550.35,-0.21436
1568.8,566.75,-0.22734
1568.8,583.14,-0.22921
1568.8,599.54,-0.23107
1568.8,615.94,-0.23866
1568.8,632.34,-0.24641
1568.8,648.74,-0.25417
1568.8,665.14,-0.2641
1568.8,681.54,-0.28536
1568.8,697.93,-0.30662
1568.8,714.33,-0.32588
1568.8,730.73,-0.34486
1568.8,747.13,-0.36384
1568.8,763.53,-0.38147
1568.8,779.93,-0.37892
1568.8,796.32,-0.37638
1568.8,812.72,-0.41022
1568.8,829.12,-0.45458
1568.8,845.52,-0.49109
1568.8,861.92,-0.52643
1568.8,878.32,-0.56483
1568.8,894.71,-0.60542
1568.8,911.11,-0.64638
1568.8,927.51,-0.6875
1568.8,943.91,-0.73666
1568.8,960.31,-0.78981
1568.8,976.71,-0.84391
1568.8,993.11,-0.89224
1568.8,1009.5,-0.92868
1568.8,1025.9,-0.95811
1568.8,1042.3,-0.97985
1568.8,1058.7,-0.97999
1568.8,1075.1,-0.96429
1568.8,1091.5,-0.96706
1568.8,1107.9,-0.95753
1568.8,1124.3,-0.92282
1568.8,1140.7,-0.90991
1568.8,1157.1,-0.90638
1568.8,1173.5,-0.89409
1568.8,1189.9,-0.87814
1568.8,1206.3,-0.83811
1568.8,1222.7,-0.76462
1568.8,1239.1,-0.70288
1568.8,1255.5,-0.66099
1568.8,1271.9,-0.633
1568.8,1288.3,-0.60246
1568.8,1304.7,-0.56838
1568.8,1321.1,-0.53395
1568.8,1337.5,-0.49449
1568.8,1353.9,-0.45429
1568.8,1370.3,-0.43835
1568.8,1386.7,-0.41013
1568.8,1403.1,-0.36511
1568.8,1419.5,-0.34999
1568.8,1435.9,-0.30416
1568.8,1452.3,-0.24952
1568.8,1468.7,-0.2388
1568.8,1485.1,-0.22889
1568.8,1501.5,-0.22369
1568.8,1517.9,-0.17743
1568.8,1534.3,-0.16615
1568.8,1550.7,0.0
1568.8,1567.1,0.0
1568.8,1583.4,0.0
1568.8,1599.8,0.0
1568.8,1616.2,0.0
1568.8,1632.6,0.0
1568.8,1649.0,0.0
1568.8,1665.4,0.0
1568.8,1681.8,0.0
1568.8,1698.2,0.0
1568.8,1714.6,0.0
1568.8,1731.0,0.0
1568.8,1747.4,0.0
1568.8,1763.8,0.0
1568.8,1780.2,0.0
1568.8,1796.6,0.0
1568.8,1813.0,0.0
1568.8,1829.4,0.0
1568.8,1845.8,0.0
1568.8,1862.2,0.0
1568.8,1878.6,0.0
1568.8,1895.0,0.0
1568.8,1911.4,0.0
1568.8,1927.8,0.0
1568.8,1944.2,0.0
1568.8,1960.6,0.0
1568.8,1977.0,0.0
1568.8,1993.4,0.0
1568.8,2009.8,0.0
1568.8,2026.2,0.0
1568.8,2042.6,0.0
1568.8,2059.0,0.0
1568.8,2075.4,0.0
1568.8,2091.8,0.0
1581.3,9.1992,-0.1128
1581.3,25.598,-0.11723
1581.3,41.996,-0.12061
1581.3,58.395,-0.1206
1581.3,74.793,-0.12059
1581.3,91.191,-0.12058
1581.3,107.59,-0.1205
1581.3,123.99,-0.12035
1581.3,140.39,-0.11982
1581.3,156.79,-0.11748
1581.3,173.18,-0.11513
1581.3,189.58,-0.11279
1581.3,205.98,-0.11531
1581.3,222.38,-0.1263
1581.3,238.78,-0.13691
1581.3,255.18,-0.14299
1581.3,271.57,-0.14907
1581.3,287.97,-0.15515
1581.3,304.37,-0.15953
1581.3,320.77,-0.15926
1581.3,337.17,-0.159
1581.3,353.57,-0.1587
1581.3,369.96,-0.1584
1581.3,386.36,-0.1581
1581.3,402.76,-0.15676
1581.3,419.16,-0.15032
1581.3,435.56,-0.14389
1581.3,451.96,-0.14863
1581.3,468.36,-0.15487
1581.3,484.75,-0.16111
1581.3,501.15,-0.1681
1581.3,517.55,-0.18497
1581.3,533.95,-0.20184
1581.3,550.35,-0.20695
1581.3,566.75,-0.20881
1581.3,583.14,-0.21067
1581.3,599.54,-0.21254
1581.3,615.94,-0.22013
1581.3,632.34,-0.22788
1581.3,648.74,-0.24489
1581.3,665.14,-0.26615
1581.3,681.54,-0.28741
1581.3,697.93,-0.30867
1581.3,714.33,-0.32794
1581.3,730.73,-0.34692
1581.3,747.13,-0.35325
1581.3,763.53,-0.35071
1581.3,779.93,-0.34816
1581.3,796.32,-0.34562
1581.3,812.72,-0.37947
1581.3,829.12,-0.41812
1581.3,845.52,-0.45345
1581.3,861.92,-0.48879
1581.3,878.32,-0.52412
1581.3,894.71,-0.56378
1581.3,911.11,-0.60473
1581.3,927.51,-0.65142
1581.3,943.91,-0.70295
1581.3,960.31,-0.7561
1581.3,976.71,-0.80632
1581.3,993.11,-0.85244
1581.3,1009.5,-0.88888
1581.3,1025.9,-0.91334
1581.3,1042.3,-0.93137
1581.3,1058.7,-0.9315
1581.3,1075.1,-0.92724
1581.3,1091.5,-0.94109
1581.3,1107.9,-0.93156
1581.3,1124.3,-0.90965
1581.3,1140.7,-0.9128
1581.3,1157.1,-0.90927
1581.3,1173.5,-0.89498
1581.3,1189.9,-0.87574
1581.3,1206.3,-0.83571
1581.3,1222.7,-0.76812
1581.3,1239.1,-0.71925
1581.3,1255.5,-0.67735
1581.3,1271.9,-0.64823
1581.3,1288.3,-0.61429
1581.3,1304.7,-0.5802
1581.3,1321.1,-0.5439
1581.3,1337.5,-0.4962
1581.3,1353.9,-0.45601
1581.3,1370.3,-0.43662
1581.3,1386.7,-0.38351
1581.3,1403.1,-0.33848
1581.3,1419.5,-0.32997
1581.3,1435.9,-0.32744
1581.3,1452.3,-0.27149
1581.3,1468.7,-0.25844
1581.3,1485.1,-0.21897
1581.3,1501.5,-0.19996
1581.3,1517.9,-0.14534
1581.3,1534.3,-0.15111
1581.3,1550.7,-0.16192
1581.3,1567.1,0.0
1581.3,1583.4,0.0
1581.3,1599.8,0.0
1581.3,1616.2,0.0
1581.3,1632.6,0.0
1581.3,1649.0,0.0
1581.3,1665.4,0.0
1581.3,1681.8,0.0
1581.3,1698.2,0.0
1581.3,1714.6,0.0
1581.3,1731.0,0.0
1581.3,1747.4,0.0
1581.3,1763.8,0.0
1581.3,1780.2,0.0
1581.3,1796.6,0.0
1581.3,1813.0,0.0
1581.3,1829.4,0.0
1581.3,1845.8,0.0
1581.3,1862.2,0.0
1581.3,1878.6,0.0
1581.3,1895.0,0.0
1581.3,1911.4,0.0
1581.3,1927.8,0.0
1581.3,1944.2,0.0
1581.3,1960.6,0.0
1581.3,1977.0,0.0
1581.3,1993.4,0.0
1581.3,2009.8,0.0
1581.3,2026.2,0.0
1581.3,2042.6,0.0
1581.3,2059.0,0.0
1581.3,2075.4,0.0
1581.3,2091.8,0.0
1593.8,9.1992,-0.11539
1593.8,25.598,-0.11651
1593.8,41.996,-0.1165
1593.8,58.395,-0.11649
1593.8,74.793,-0.11648
1593.8,91.191,-0.11647
1593.8,107.59,-0.1164
